Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q8ENZ7	reviewed	2-succinylbenzoate--CoA ligase	221109	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	480	PF13193	399..472
Q8EYG2	reviewed	Acetyl-coenzyme A synthetase	189518	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	661	PF13193	542..620
Q8FAY8	reviewed	Acetyl-coenzyme A synthetase	199310	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	652	PF13193	531..609
Q8FLA5	reviewed	Crotonobetaine/carnitine--CoA ligase	199310	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	517	PF13193	435..510
Q8FYQ3	reviewed	Acetyl-coenzyme A synthetase	204722	Brucella suis biovar 1 (strain 1330)	651	PF13193	531..611
Q8GB18	reviewed	Crotonobetaine/carnitine--CoA ligase	217617	Proteus sp. (strain LE138)	518	PF13193	436..511
Q8GQN9	reviewed	Benzoate--CoA ligase	59405	Thauera aromatica	527	PF13193	440..518
Q8GVF9	reviewed	Putative 4-coumarate--CoA ligase-like 8	39947	Oryza sativa subsp. japonica	609	PF13193	513..589
Q8H151	reviewed	Malonate--CoA ligase	3702	Arabidopsis thaliana	608	PF13193	509..594
Q8J0E9	reviewed	Isopenicillin N epimerase component 1	5044	Acremonium chrysogenum	609	PF13193	469..539
Q8J2R0	reviewed	Acyl-CoA synthetase FUM10	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	552	PF13193	463..536
Q8K0L3	reviewed	Acyl-coenzyme A synthetase ACSM2, mitochondrial	10090	Mus musculus	575	PF13193	478..558
Q8KBY0	reviewed	Acetyl-coenzyme A synthetase	194439	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS)	659	PF13193	543..621
Q8NJN3	reviewed	Acetyl-coenzyme A synthetase 2	237561	Candida albicans (strain SC5314 / ATCC MYA-2876)	671	PF13193	548..628
Q8NVZ4	reviewed	2-succinylbenzoate--CoA ligase	196620	Staphylococcus aureus (strain MW2)	492	PF13193	411..483
Q8P0J9	reviewed	D-alanine--D-alanyl carrier protein ligase	186103	Streptococcus pyogenes serotype M18 (strain MGAS8232)	512	PF13193	419..499
Q8P3L1	reviewed	Acetyl-coenzyme A synthetase	190485	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	647	PF13193	530..608
Q8PF09	reviewed	Acetyl-coenzyme A synthetase	190486	Xanthomonas axonopodis pv. citri (strain 306)	647	PF13193	530..608
Q8RU95	reviewed	4-coumarate--CoA ligase-like 6	39947	Oryza sativa subsp. japonica	598	PF13193	506..581
Q8UBV5	reviewed	Acetyl-coenzyme A synthetase	176299	Agrobacterium fabrum (strain C58 / ATCC 33970)	651	PF13193	531..609
Q8VCW8	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	10090	Mus musculus	615	PF13193	524..599
Q8VM67	reviewed	D-alanine--D-alanyl carrier protein ligase	211110	Streptococcus agalactiae serotype III (strain NEM316)	511	PF13193	420..499
Q8VYJ1	reviewed	2-succinylbenzoate--CoA ligase, chloroplastic/peroxisomal	3702	Arabidopsis thaliana	560	PF13193	450..539
Q8VZF1	reviewed	Acetate/butyrate--CoA ligase AAE7, peroxisomal	3702	Arabidopsis thaliana	569	PF13193	469..548
Q8X5T5	reviewed	Acetyl-coenzyme A synthetase	83334	Escherichia coli O157:H7	652	PF13193	531..609
Q8XA34	reviewed	Crotonobetaine/carnitine--CoA ligase	83334	Escherichia coli O157:H7	517	PF13193	435..510
Q8XBV3	reviewed	Enterobactin synthase component E	83334	Escherichia coli O157:H7	536	PF13193	446..520
Q8XDR6	reviewed	Long-chain-fatty-acid--CoA ligase	83334	Escherichia coli O157:H7	561	PF13193	469..543
Q8XY11	reviewed	Acetyl-coenzyme A synthetase	267608	Ralstonia nicotianae (strain GMI1000)	660	PF13193	544..625
Q8Y8D4	reviewed	D-alanine--D-alanyl carrier protein ligase	169963	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	510	PF13193	420..498
Q8YJ48	reviewed	Acetyl-coenzyme A synthetase	224914	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	651	PF13193	531..611
Q8Z1R0	reviewed	Acetyl-coenzyme A synthetase	90370	Salmonella typhi	652	PF13193	531..609
Q8Z9L4	reviewed	Crotonobetaine/carnitine--CoA ligase	90370	Salmonella typhi	517	PF13193	435..510
Q8ZES9	reviewed	Long-chain-fatty-acid--CoA ligase	632	Yersinia pestis	562	PF13193	469..543
Q8ZKF6	reviewed	Acetyl-coenzyme A synthetase	99287	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	652	PF13193	531..609
Q8ZRX4	reviewed	Crotonobetaine/carnitine--CoA ligase	99287	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	517	PF13193	435..510
Q91VA0	reviewed	Acyl-coenzyme A synthetase ACSM1, mitochondrial	10090	Mus musculus	573	PF13193	479..559
Q91VE0	reviewed	Long-chain fatty acid transport protein 4	10090	Mus musculus	643	PF13193	520..595
Q92AY8	reviewed	2-succinylbenzoate--CoA ligase	272626	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	467	PF13193	382..455
Q92D47	reviewed	D-alanine--D-alanyl carrier protein ligase	272626	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	510	PF13193	420..498
Q92KX2	reviewed	Acetyl-coenzyme A synthetase	266834	Rhizobium meliloti (strain 1021)	649	PF13193	531..609
Q96CM8	reviewed	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	9606	Homo sapiens	615	PF13193	524..599
Q96VB5	reviewed	Acyl-CoA ligase AFT1-1	5599	Alternaria alternata	578	PF13193	473..554
Q96VC7	reviewed	Acetyl-coenzyme A synthetase 2	4954	Zygosaccharomyces bailii	675	PF13193	547..629
Q973W5	reviewed	3-hydroxypropionyl-coenzyme A synthetase	273063	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	659	PF13193	539..616
Q98ET8	reviewed	Acetyl-coenzyme A synthetase	266835	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099)	651	PF13193	532..610
Q99NB1	reviewed	Acetyl-coenzyme A synthetase 2-like, mitochondrial	10090	Mus musculus	682	PF13193	557..635
Q99W34	reviewed	Putative long chain fatty acid-CoA ligase VraA	158878	Staphylococcus aureus (strain Mu50 / ATCC 700699)	458	PF13193	371..443
Q99ZA6	reviewed	D-alanine--D-alanyl carrier protein ligase	301447	Streptococcus pyogenes serotype M1	512	PF13193	419..499
Q9A2I0	reviewed	Acetyl-coenzyme A synthetase	190650	Caulobacter vibrioides (strain ATCC 19089 / CB15)	647	PF13193	530..608
Q9AJS8	reviewed	3-hydroxybenzoate--CoA/4-hydroxybenzoate--CoA ligase	59405	Thauera aromatica	523	PF13193	431..509
Q9BEA2	reviewed	Acyl-coenzyme A synthetase ACSM1, mitochondrial	9913	Bos taurus	577	PF13193	483..563
Q9C8D4	reviewed	Butyrate--CoA ligase AAE11, peroxisomal	3702	Arabidopsis thaliana	572	PF13193	457..535
Q9C9G2	reviewed	Probable acyl-activating enzyme 22	3702	Arabidopsis thaliana	535	PF13193	427..512
Q9CG49	reviewed	D-alanine--D-alanyl carrier protein ligase	272623	Lactococcus lactis subsp. lactis (strain IL1403)	499	PF13193	404..485
Q9CHK3	reviewed	2-succinylbenzoate--CoA ligase	272623	Lactococcus lactis subsp. lactis (strain IL1403)	451	PF13193	372..443
Q9CMW1	reviewed	Acetyl-coenzyme A synthetase	272843	Pasteurella multocida (strain Pm70)	653	PF13193	536..617
Q9ES38	reviewed	Long-chain fatty acid transport protein 5	10116	Rattus norvegicus	690	PF13193	566..641
Q9EY88	reviewed	Feruloyl-CoA synthase	37632	Amycolatopsis sp.	491	PF13193	405..480
Q9F7R5	reviewed	Acetyl-coenzyme A synthetase	133804	Gamma-proteobacterium EBAC31A08	641	PF13193	524..602
Q9FFE6	reviewed	Probable acyl-activating enzyme 5, peroxisomal	3702	Arabidopsis thaliana	552	PF13193	454..531
Q9FFE9	reviewed	Probable acyl-activating enzyme 6	3702	Arabidopsis thaliana	550	PF13193	454..531
Q9H6R3	reviewed	Acyl-CoA synthetase short-chain family member 3, mitochondrial	9606	Homo sapiens	686	PF13193	571..649
Q9HV66	reviewed	Acetyl-coenzyme A synthetase 2	208964	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	645	PF13193	528..606
Q9HWG3	reviewed	Pyochelin synthase PchD	208964	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	547	PF13193	454..529
Q9I1H0	reviewed	AMB antimetabolite synthase AmbB	208964	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	1249	PF13193	642..715
Q9I4X3	reviewed	Anthranilate--CoA ligase	208964	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	517	PF13193	414..493
Q9I558	reviewed	Acetyl-coenzyme A synthetase 1	208964	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	651	PF13193	531..609
Q9KV59	reviewed	Acetyl-coenzyme A synthetase	243277	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	649	PF13193	531..609
Q9KWA3	reviewed	Acetyl-coenzyme A synthetase	359	Agrobacterium rhizogenes	652	PF13193	531..609
Q9KWK5	reviewed	Putative long chain fatty acid-CoA ligase VraA	418127	Staphylococcus aureus (strain Mu3 / ATCC 700698)	458	PF13193	371..443
Q9L9F6	reviewed	8-demethylnovobiocic acid synthase	193462	Streptomyces niveus	527	PF13193	428..503
Q9L9G0	reviewed	Novobiocin biosynthesis protein H	193462	Streptomyces niveus	600	PF13193	432..507
Q9LPK6	reviewed	Probable acyl-activating enzyme 9	3702	Arabidopsis thaliana	550	PF13193	457..536
Q9LPK7	reviewed	Probable acyl-activating enzyme 10	3702	Arabidopsis thaliana	549	PF13193	454..535
Q9LQ12	reviewed	4-coumarate--CoA ligase-like 1	3702	Arabidopsis thaliana	542	PF13193	451..526
Q9LQS1	reviewed	Probable acyl-activating enzyme 8	3702	Arabidopsis thaliana	544	PF13193	454..531
Q9LU36	reviewed	4-coumarate--CoA ligase 4	3702	Arabidopsis thaliana	570	PF13193	479..554
Q9M0X9	reviewed	4-coumarate--CoA ligase-like 7	3702	Arabidopsis thaliana	544	PF13193	455..530
Q9NR19	reviewed	Acetyl-coenzyme A synthetase, cytoplasmic	9606	Homo sapiens	701	PF13193	583..661
Q9NUB1	reviewed	Acetyl-coenzyme A synthetase 2-like, mitochondrial	9606	Homo sapiens	689	PF13193	564..642
Q9PB89	reviewed	Acetyl-coenzyme A synthetase	160492	Xylella fastidiosa (strain 9a5c)	647	PF13193	530..608
Q9PMD2	reviewed	Acetyl-coenzyme A synthetase	192222	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	657	PF13193	535..617
Q9QXG4	reviewed	Acetyl-coenzyme A synthetase, cytoplasmic	10090	Mus musculus	701	PF13193	583..661
Q9R9I9	reviewed	Mycosubtilin synthase subunit C	1423	Bacillus subtilis	2609	PF13193	679..751,2189..2261
Q9R9J0	reviewed	Mycosubtilin synthase subunit B	1423	Bacillus subtilis	5369	PF13193	2181..2254,3707..3780,4746..4819
Q9R9J1	reviewed	Mycosubtilin synthase subunit A	1423	Bacillus subtilis	3971	PF13193	3348..3421
Q9RRL7	reviewed	Acetyl-coenzyme A synthetase	243230	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1)	649	PF13193	537..612
Q9S725	reviewed	4-coumarate--CoA ligase 2	3702	Arabidopsis thaliana	556	PF13193	465..540
Q9S777	reviewed	4-coumarate--CoA ligase 3	3702	Arabidopsis thaliana	561	PF13193	475..550
Q9SEY5	reviewed	Isovalerate--CoA ligase AAE2	3702	Arabidopsis thaliana	603	PF13193	512..587
Q9SFW5	reviewed	Probable acyl-activating enzyme 21	3702	Arabidopsis thaliana	546	PF13193	447..524
Q9SMT7	reviewed	Oxalate--CoA ligase	3702	Arabidopsis thaliana	514	PF13193	425..500
Q9SS00	reviewed	Probable acyl-activating enzyme 12, peroxisomal	3702	Arabidopsis thaliana	578	PF13193	457..542
Q9SS01	reviewed	Benzoate--CoA ligase, peroxisomal	3702	Arabidopsis thaliana	580	PF13193	457..543
Q9VP61	reviewed	Acetyl-coenzyme A synthetase	7227	Drosophila melanogaster	670	PF13193	552..630
Q9X2N4	reviewed	D-alanine--D-alanyl carrier protein ligase	1288	Staphylococcus xylosus	487	PF13193	395..475
Q9X928	reviewed	Acetyl-coenzyme A synthetase	100226	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	651	PF13193	532..610
Q9Y2P4	reviewed	Long-chain fatty acid transport protein 6	9606	Homo sapiens	619	PF13193	495..571
Q9Y2P5	reviewed	Long-chain fatty acid transport protein 5	9606	Homo sapiens	690	PF13193	566..642
Q9Y7B5	reviewed	Acetyl-coenzyme A synthetase 2	284590	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	684	PF13193	548..638
Q9Z3R3	reviewed	Acetoacetyl-coenzyme A synthetase	266834	Rhizobium meliloti (strain 1021)	650	PF13193	540..612
S3DB78	reviewed	Acyl-CoA ligase gloD	1116229	Glarea lozoyensis (strain ATCC 20868 / MF5171)	568	PF13193	471..553
S5M744	reviewed	Feruloyl-CoA synthase	1931	Streptomyces sp.	491	PF13193	405..480
W3X8X8	reviewed	Naringenin synthase	1229662	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	2717	PF13193	431..507
W7NDP3	reviewed	CoA ligase FVEG_12633	334819	Gibberella moniliformis (strain M3125 / FGSC 7600)	600	PF13193	487..564
