"","Orthogroup.ID","AHRD.Descriptions","TAIR.Gene.s..Descriptions","Pfam.Domains","GO.Molecular.Functions","GO.Biological.Processes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pn40.51",7,"Transposon Tf2-12 polyprotein [0.091] | Transposon Tf2-1 polyprotein [0.045] | Pol polyprotein [0.021] | Retrovirus-related Pol polyprotein from transposon 17.6 [0.021] | Transposon Tf2-11 polyprotein [0.016] | GAG/POL/ENV polyprotein chrM:220830-221189 FORWARD [0.006] | Retrovirus-related Pol polyprotein from transposon 412 [0.006] | Transposon Tf2-7 polyprotein [0.006] | Gypsy retrotransposon integrase-like protein 1 [0.004] | Defensin-like protein 1 [0.003] | Retrovirus-related Pol polyprotein from transposon 297 [0.003] | RNA-directed DNA polymerase homolog [0.002] | Pro-Pol polyprotein [0.002] | Transposon Ty3-I Gag-Pol polyprotein [0.002] | Transposon Ty3-G Gag-Pol polyprotein [0.002] | Transposon Tf2-2 polyprotein [0.001] | low-molecular-weight cysteine-rich 69 [0.001] | Transposon Tf2-3 polyprotein [0.001] | Polynucleotidyl transferase, ribonuclease H-like superfamily protein [0.001] | Transposon Ty2-C Gag-Pol polyprotein [0.001] | DNAse I-like superfamily protein [0.001] | Transposon Tf2-5 polyprotein [0.001] | Retrovirus-related Pol polyprotein from transposon opus [0.001] | Retrovirus-related Pol polyprotein from transposon TNT 1-94 [0.001] | Reverse transcriptase (RNA-dependent DNA polymerase) chrM:228573-229085 REVERSE [0.001]","GAG/POL/ENV polyprotein","Retrotrans_gag (PF03732) [0.337] | rve (PF00665) [0.105] | gag-asp_proteas (PF13975) [0.084] | RVT_1 (PF00078) [0.079] | Asp_protease (PF09668) [0.014] | Gamma-thionin (PF00304) [0.004] | Asp_protease_2 (PF13650) [0.004] | RVT_2 (PF07727) [0.004] | gag_pre-integrs (PF13976) [0.003] | UBN2 (PF14223) [0.002] | Chromo (PF00385) [0.002] | DUF3490 (PF11995) [0.001] | Transposase_24 (PF03004) [0.001] | Transposase_21 (PF02992) [0.001] | Piwi (PF02171) [0.001] | zf-RVT (PF13966) [0.001] | Transpos_assoc (PF13963) [0.001]","RNA binding (GO:0003723) [0.079] | RNA-directed DNA polymerase activity (GO:0003964) [0.079] | aspartic-type endopeptidase activity (GO:0004190) [0.014] | protein binding (GO:0005515) [0.001]","DNA integration (GO:0015074) [0.105] | RNA-dependent DNA replication (GO:0006278) [0.079] | proteolysis (GO:0006508) [0.014] | defense response (GO:0006952) [0.004]",64.3657126654112,-2.23518723127246,0.429458397600271,59.5353440077741,7.38773055926876e-13,3.13442095305075e-12
"Pn40.86",10549,"hydroxyproline-rich glycoprotein family protein [0.842]","hydroxyproline-rich glycoprotein family protein","MPLKIP (PF15502) [0.737]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",146.982763456153,-1.70773867799733,0.328956157156349,39.6354989969744,1.2729540630973e-08,3.75320815903712e-08
"Pn41.126",12339,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","DUF793 (PF05633) [0.182]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",19.5304831460012,-1.32844559306823,0.436813758655273,32.7325437380829,3.66737828431976e-07,9.40198011348486e-07
"Pn41.179",33,"Pentatricopeptide repeat-containing protein [0.985] | Pentatricopeptide repeat (PPR) superfamily protein [0.007] | pentatricopeptide (PPR) repeat-containing protein [0.004] | nascent polypeptide-associated complex subunit alpha-like protein 3 [0.002] | Pentatricopeptide repeat (PPR-like) superfamily protein [0.002]","Tetratricopeptide repeat (TPR)-like superfamily protein | Pentatricopeptide repeat (PPR) superfamily protein | pentatricopeptide (PPR) repeat-containing protein","PPR_2 (PF13041) [0.987] | PPR (PF01535) [0.987] | DYW_deaminase (PF14432) [0.737] | PPR_3 (PF13812) [0.272] | PPR_1 (PF12854) [0.041] | TPR_7 (PF13176) [0.004] | NAC (PF01849) [0.004] | Pkinase (PF00069) [0.004] | DUF1685 (PF07939) [0.002] | GRAS (PF03514) [0.002] | ABC_tran (PF00005) [0.002] | Ribosomal_60s (PF00428) [0.002] | p450 (PF00067) [0.002] | UBA (PF00627) [0.002] | DUF566 (PF04484) [0.002] | Dirigent (PF03018) [0.002] | ATP-synt_G (PF04718) [0.002] | DUF177 (PF02620) [0.002] | RVT_3 (PF13456) [0.002] | AAA (PF00004) [0.002] | Ribosomal_L10 (PF00466) [0.002] | O-FucT (PF10250) [0.002] | RINGv (PF12906) [0.002] | DUF3537 (PF12056) [0.002] | PP2C (PF00481) [0.002] | zf-RVT (PF13966) [0.002] | Peptidase_S10 (PF00450) [0.002] | Cu_bind_like (PF02298) [0.002]","ATP binding (GO:0005524) [0.009] | protein binding (GO:0005515) [0.007] | protein kinase activity (GO:0004672) [0.004] | iron ion binding (GO:0005506) [0.002] | serine-type carboxypeptidase activity (GO:0004185) [0.002] | copper ion binding (GO:0005507) [0.002] | electron carrier activity (GO:0009055) [0.002] | catalytic activity (GO:0003824) [0.002] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [0.002] | heme binding (GO:0020037) [0.002] | ATPase activity (GO:0016887) [0.002] | hydrogen ion transmembrane transporter activity (GO:0015078) [0.002] | structural constituent of ribosome (GO:0003735) [0.002] | zinc ion binding (GO:0008270) [0.002]","protein phosphorylation (GO:0006468) [0.004] | ATP synthesis coupled proton transport (GO:0015986) [0.002] | ribosome biogenesis (GO:0042254) [0.002] | proteolysis (GO:0006508) [0.002] | translational elongation (GO:0006414) [0.002] | oxidation-reduction process (GO:0055114) [0.002]",132.429165623231,-1.22173495618069,0.241878068663892,46.9572693975897,3.54911344839102e-10,1.20119321479811e-09
"Pn41.198",408,"Unkown protein / Representative AHRD below 0.1%","Protein of unknown function (DUF640)","DUF640 (PF04852) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",36.3190122313054,-2.38919624367098,0.500781739711255,47.8174373795451,2.32874435137467e-10,8.00750598963211e-10
"Pn41.69",4553,"Eukaryotic translation initiation factor 3 subunit B [1.000]","translation initiation factor 3B1 | eukaryotic translation initiation factor 3B-2","eIF2A (PF08662) [1.000] | RRM_1 (PF00076) [0.909]","nucleic acid binding (GO:0003676) [0.909]","NULL / Representative annotation below 0.1%",9.62155622986729,-1.72847595862313,0.74233512367099,16.2153766848725,0.00102431923735532,0.00179273797901718
"Pn41.80",5661,"vacuolar iron transporter 1 [1.000]","vacuolar iron transporter 1","VIT1 (PF01988) [1.000]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",54.0497933844494,-4.07112977970635,0.461737293501093,201.406262261351,2.09557332971627e-43,5.75227846881848e-42
"Pn41.86",12119,"Sodium/bile acid cotransporter [0.833] | Ileal sodium/bile acid cotransporter [0.167]","Unkown protein(s) / No TAIR description(s)","SBF (PF01758) [1.000]","bile acid:sodium symporter activity (GO:0008508) [1.000]","sodium ion transport (GO:0006814) [1.000]",613.788786835724,-4.33729856599867,0.491461704977528,90.6390868670275,1.59692592244164e-19,1.1083878008431e-18
"Pn41.91",1045,"CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein [1.000]","CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein","CBS (PF00571) [1.000] | PB1 (PF00564) [0.932]","adenyl nucleotide binding (GO:0030554) [1.000] | protein binding (GO:0005515) [0.932]","NULL / Representative annotation below 0.1%",50.0461180227558,-5.42208672268813,0.683490289311579,169.128361499668,1.96262198800448e-36,3.86426097331822e-35
"Pn42.51",968,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [0.453] | Gibberellin 3-beta-dioxygenase 1 [0.213] | gibberellin 3-oxidase 1 [0.173] | Gibberellin 3-beta-dioxygenase 3 [0.053] | gibberellin 3-oxidase 2 [0.027] | gibberellin 3-oxidase 3 [0.027] | gibberellin 20-oxidase 3 [0.027] | Gibberellin 3-beta-dioxygenase 4 [0.013] | gibberellin 3-oxidase 4 [0.013]","gibberellin 3-oxidase 3 | gibberellin 3-oxidase 1 | gibberellin 3-oxidase 2 | gibberellin 3-oxidase 4","DIOX_N (PF14226) [1.000] | 2OG-FeII_Oxy (PF03171) [1.000] | F-box (PF00646) [0.013]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706) [1.000] | oxidoreductase activity (GO:0016491) [1.000] | protein binding (GO:0005515) [0.013]","oxidation-reduction process (GO:0055114) [1.000]",2.60755223500684,-4.39346606145956,1.63502279063846,14.8928419132857,0.00191055085174531,0.00322595919759886
"Pn42.52",3590,"signal recognition particle receptor alpha subunit family protein [1.000]","signal recognition particle receptor alpha subunit family protein","SRP54 (PF00448) [1.000] | SRP54_N (PF02881) [0.947] | SRP-alpha_N (PF04086) [0.921]","GTP binding (GO:0005525) [1.000] | GTPase activity (GO:0003924) [0.921] | signal recognition particle binding (GO:0005047) [0.921]","SRP-dependent cotranslational protein targeting to membrane (GO:0006614) [1.000] | intracellular protein transport (GO:0006886) [0.921] | GTP catabolic process (GO:0006184) [0.921]",15.2050830620194,-3.07301049179625,0.696974444060261,41.9099171945895,4.19266732954325e-09,1.29117737802828e-08
"Pn42.53",714,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [1.000]","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein","2OG-FeII_Oxy (PF03171) [0.988] | DIOX_N (PF14226) [0.849] | RVT_1 (PF00078) [0.012]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706) [0.988] | oxidoreductase activity (GO:0016491) [0.988] | RNA binding (GO:0003723) [0.012] | RNA-directed DNA polymerase activity (GO:0003964) [0.012]","oxidation-reduction process (GO:0055114) [0.988] | RNA-dependent DNA replication (GO:0006278) [0.012]",246.662793486616,-1.88103692565071,0.406856919691068,117.057422545525,3.31976152414944e-25,3.3813916905475e-24
"Pn43.11",9541,"Transforming growth factor-beta receptor-associated protein 1 homolog [0.773] | Transforming growth factor-beta receptor-associated protein 1 [0.182] | S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [0.045]","Vacuolar sorting protein 39","Vps39_2 (PF10367) [1.000] | CNH (PF00780) [0.864] | Clathrin (PF00637) [0.864] | Vps39_1 (PF10366) [0.864] | Methyltransf_11 (PF08241) [0.045]","small GTPase regulator activity (GO:0005083) [0.864] | methyltransferase activity (GO:0008168) [0.045]","intracellular protein transport (GO:0006886) [0.864] | vesicle-mediated transport (GO:0016192) [0.864] | metabolic process (GO:0008152) [0.045]",163.279223920341,-2.72917983175398,0.276492340881763,115.628387708622,6.74210214082764e-25,6.73162839138561e-24
"Pn43.15",11932,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","SAP (PF02037) [0.333]","nucleic acid binding (GO:0003676) [0.333]","NULL / Representative annotation below 0.1%",375.398954409868,-3.04486701358886,0.206280415491792,356.422250640186,6.06774780001684e-77,5.67542564496378e-75
"Pn43.37",919,"Calcium-dependent lipid-binding (CaLB domain) family protein [0.974] | Calcium-dependent ARF-type GTPase activating protein family [0.026]","Calcium-dependent ARF-type GTPase activating protein family | ARF-GAP domain 13","C2 (PF00168) [1.000] | ArfGap (PF01412) [0.974]","protein binding (GO:0005515) [1.000] | zinc ion binding (GO:0008270) [0.974] | ARF GTPase activator activity (GO:0008060) [0.974]","regulation of ARF GTPase activity (GO:0032312) [0.974]",27.4298938521725,-2.98614031492963,0.528477248219735,66.2992698623888,2.64483919607129e-14,1.24585190483978e-13
"Pn43.82",26,"Disease resistance protein (CC-NBS-LRR class) family [0.419] | TOPLESS-related 1 [0.247] | LRR and NB-ARC domains-containing disease resistance protein [0.083] | Disease resistance protein [0.067] | TOPLESS-related 3 [0.043] | TOPLESS-related 2 [0.040] | NB-ARC domain-containing disease resistance protein [0.016] | Disease resistance protein RPS2 [0.014] | ATP binding;GTP binding;nucleotide binding;nucleoside-triphosphatases [0.006] | disease resistance protein (TIR-NBS-LRR class), putative [0.004] | disease resistance protein (TIR-NBS-LRR class) [0.002] | Disease resistance protein (TIR-NBS-LRR class) family [0.002]","TOPLESS-related 3 | TOPLESS-related 1 | Transducin family protein / WD-40 repeat family protein | WUS-interacting protein 2 | TOPLESS-related 2","NB-ARC (PF00931) [0.549] | WD40 (PF00400) [0.328] | LRR_8 (PF13855) [0.115] | LRR_4 (PF12799) [0.051] | TIR (PF01582) [0.030] | LRR_7 (PF13504) [0.018] | LRR_1 (PF00560) [0.012] | LisH (PF08513) [0.008] | Trehalose_PPase (PF02358) [0.002] | Ribosomal_S18 (PF01084) [0.002] | NAC (PF01849) [0.002]","ADP binding (GO:0043531) [0.549] | protein binding (GO:0005515) [0.370] | structural constituent of ribosome (GO:0003735) [0.002] | catalytic activity (GO:0003824) [0.002]","signal transduction (GO:0007165) [0.030] | translation (GO:0006412) [0.002] | trehalose biosynthetic process (GO:0005992) [0.002]",418.989763121045,-4.15199451659097,0.203243261297279,624.596658898202,4.68805135222958e-135,1.51737719666769e-132
"Pn43.87",333,"F-box family protein [0.016]","Protein of unknown function (DUF789)","DUF789 (PF05623) [0.960] | F-box (PF00646) [0.032] | DUF295 (PF03478) [0.032]","protein binding (GO:0005515) [0.032]","NULL / Representative annotation below 0.1%",83.9155206250901,-2.69371618638181,0.368058167072993,70.2004243820587,3.86670359677986e-15,1.9350722449291e-14
"Pn44.11",4324,"Eukaryotic aspartyl protease family protein [1.000]","Eukaryotic aspartyl protease family protein","TAXi_C (PF14541) [0.971] | TAXi_N (PF14543) [0.941]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",952.158500026316,-7.25107459697812,0.568721882040068,208.075039318084,7.58929989546729e-45,2.22583182722994e-43
"Pn44.12",4324,"Eukaryotic aspartyl protease family protein [1.000]","Eukaryotic aspartyl protease family protein","TAXi_C (PF14541) [0.971] | TAXi_N (PF14543) [0.941]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",338.76287086354,-2.34921920034076,0.49437748058617,44.1744324397809,1.38575610907722e-09,4.45386250517103e-09
"Pn44.3",2514,"Unkown protein / Representative AHRD below 0.1%","CBS domain-containing protein with a domain of unknown function (DUF21)","DUF21 (PF01595) [1.000] | CBS (PF00571) [0.106]","adenyl nucleotide binding (GO:0030554) [0.106]","NULL / Representative annotation below 0.1%",31.6160210033146,-2.28837924905027,0.408643669505592,93.0842640528001,4.76408750392577e-20,3.41898702826002e-19
"Pn44.38",5563,"BEST Arabidopsis thaliana protein match is: FRIGIDA interacting protein 1 . [0.667] | FRIGIDA interacting protein 1 [0.167] | ARM repeat superfamily protein [0.167]","FRIGIDA interacting protein 1","TMEM192 (PF14802) [0.667] | NUC173 (PF08161) [0.133]","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",56.5829342543117,-5.22715713530048,0.776044122671961,75.1107769438917,3.4305518250562e-16,1.86199211737578e-15
"Pn44.68",12002,"Plant invertase/pectin methylesterase inhibitor superfamily protein [1.000]","Plant invertase/pectin methylesterase inhibitor superfamily protein","PMEI (PF04043) [1.000]","enzyme inhibitor activity (GO:0004857) [1.000] | pectinesterase activity (GO:0030599) [1.000]","NULL / Representative annotation below 0.1%",25.5390108977654,-4.71798783721748,0.669624582064169,164.443592158546,2.01415795022919e-35,3.72143598278486e-34
"Pn44.75",125,"respiratory burst oxidase protein F [0.586] | respiratory burst oxidase homologue D [0.262] | respiratory burst oxidase homolog B [0.129] | respiratory burst oxidase homolog A [0.024]","Riboflavin synthase-like superfamily protein | ferric reductase-like transmembrane component family protein | respiratory burst oxidase homologue D | respiratory burst oxidase protein F | NADPH/respiratory burst oxidase protein D | respiratory burst oxidase homolog A | respiratory burst oxidase homolog B","Ferric_reduct (PF01794) [0.990] | FAD_binding_8 (PF08022) [0.990] | NAD_binding_6 (PF08030) [0.957] | NADPH_Ox (PF08414) [0.924] | EF-hand_6 (PF13405) [0.286] | EF-hand_7 (PF13499) [0.019] | EF-hand_5 (PF13202) [0.010] | AAA_2 (PF07724) [0.005] | AAA (PF00004) [0.005] | ClpB_D2-small (PF10431) [0.005] | Clp_N (PF02861) [0.005]","oxidoreductase activity (GO:0016491) [0.990] | peroxidase activity (GO:0004601) [0.924] | oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664) [0.924] | calcium ion binding (GO:0005509) [0.314] | ATP binding (GO:0005524) [0.005]","oxidation-reduction process (GO:0055114) [1.000] | protein metabolic process (GO:0019538) [0.005]",175.737302661223,-3.47734352455933,0.343704296068735,321.703898093196,1.99479417817565e-69,1.46883453479742e-67
"Pn44.76",125,"respiratory burst oxidase protein F [0.586] | respiratory burst oxidase homologue D [0.262] | respiratory burst oxidase homolog B [0.129] | respiratory burst oxidase homolog A [0.024]","Riboflavin synthase-like superfamily protein | ferric reductase-like transmembrane component family protein | respiratory burst oxidase homologue D | respiratory burst oxidase protein F | NADPH/respiratory burst oxidase protein D | respiratory burst oxidase homolog A | respiratory burst oxidase homolog B","Ferric_reduct (PF01794) [0.990] | FAD_binding_8 (PF08022) [0.990] | NAD_binding_6 (PF08030) [0.957] | NADPH_Ox (PF08414) [0.924] | EF-hand_6 (PF13405) [0.286] | EF-hand_7 (PF13499) [0.019] | EF-hand_5 (PF13202) [0.010] | AAA_2 (PF07724) [0.005] | AAA (PF00004) [0.005] | ClpB_D2-small (PF10431) [0.005] | Clp_N (PF02861) [0.005]","oxidoreductase activity (GO:0016491) [0.990] | peroxidase activity (GO:0004601) [0.924] | oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664) [0.924] | calcium ion binding (GO:0005509) [0.314] | ATP binding (GO:0005524) [0.005]","oxidation-reduction process (GO:0055114) [1.000] | protein metabolic process (GO:0019538) [0.005]",175.121787808978,-3.45419006667985,0.289895557515537,480.583316877816,7.698107606952e-104,1.35818769112459e-101
"Pn44.83",7496,"Thiol:disulfide interchange protein DsbD [0.654] | Cytochrome c-type biogenesis ccda-like chloroplastic protein [0.231] | Cytochrome c-type biogenesis ccda-like chloroplastic protein 1 [0.115]","cytochrome c biogenesis protein family","DsbD (PF02683) [1.000]","NULL / Representative annotation below 0.1%","cytochrome complex assembly (GO:0017004) [1.000] | oxidation-reduction process (GO:0055114) [1.000]",38.9782814193242,-3.78065331488533,0.488835355161635,112.455947226387,3.24895932743948e-24,3.09486936568922e-23
"Pn45.43",11072,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein [0.882]","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",368.165670439967,-8.7179975079382,0.691630331705656,762.632505953349,5.49694689847425e-165,3.09134551202945e-162
"Pn45.55",359,"Ras-related protein Rab-8A [0.563] | Ras-related protein Rab-8B [0.109] | Developmentally-regulated GTP-binding protein 1 homolog [0.008] | Remorin family protein [0.008] | Leucine-rich repeat family protein [0.008] | 2-oxoglutarate dehydrogenase, E1 component [0.008]","RAB GTPase homolog 8A | RAB GTPase homolog 8 | Ras-related small GTP-binding family protein | RAB GTPase homolog 8C","Ras (PF00071) [0.672] | LRR_6 (PF13516) [0.008] | Remorin_C (PF03763) [0.008] | MMR_HSR1 (PF01926) [0.008]","GTP binding (GO:0005525) [0.681]","small GTPase mediated signal transduction (GO:0007264) [0.672]",22.3272046508021,-2.34942881070718,0.471301211745721,38.4764067828934,2.24062237641374e-08,6.4561035426447e-08
"Pn45.69",185,"Transposon Tf2-12 polyprotein [0.128] | Transposon Tf2-11 polyprotein [0.128] | Transposon Tf2-1 polyprotein [0.061] | Transposon Ty3-I Gag-Pol polyprotein [0.049] | Transposon Ty3-G Gag-Pol polyprotein [0.037] | Zinc knuckle (CCHC-type) family protein [0.030] | Transposon Tf2-7 polyprotein [0.024] | Toll-Interleukin-Resistance (TIR) domain family protein [0.024] | Retrovirus-related Pol polyprotein from transposon 17.6 [0.024] | RNA-directed DNA polymerase homolog [0.018] | LINE-1 reverse transcriptase homolog [0.006] | RNA-directed DNA polymerase (reverse transcriptase) chrM:310514-310882 FORWARD [0.006] | F-box/RNI-like superfamily protein [0.006] | F-box associated ubiquitination effector family protein [0.006] | RNA-directed DNA polymerase (reverse transcriptase)-related family protein [0.006] | LINE-1 retrotransposable element ORF2 protein [0.006] | receptor like protein 22 [0.006]","Unkown protein(s) / No TAIR description(s)","Retrotrans_gag (PF03732) [0.250] | RVT_1 (PF00078) [0.177] | zf-CCHC (PF00098) [0.165] | rve (PF00665) [0.073] | Asp_protease_2 (PF13650) [0.018] | RVT_2 (PF07727) [0.012] | gag-asp_proteas (PF13975) [0.006] | FBD (PF08387) [0.006] | F-box (PF00646) [0.006] | gag_pre-integrs (PF13976) [0.006] | LRR_1 (PF00560) [0.006] | LRR_2 (PF07723) [0.006] | UBN2_3 (PF14244) [0.006]","RNA binding (GO:0003723) [0.177] | RNA-directed DNA polymerase activity (GO:0003964) [0.177] | nucleic acid binding (GO:0003676) [0.165] | zinc ion binding (GO:0008270) [0.165] | protein binding (GO:0005515) [0.012]","RNA-dependent DNA replication (GO:0006278) [0.177] | DNA integration (GO:0015074) [0.073]",19.3875584294138,-1.90085974151442,0.516516260110703,29.3508020285755,1.88977337481122e-06,4.50871846702853e-06
"Pn45.75",1123,"Uncharacterised conserved protein UCP015417, vWA [0.614] | Protein CASP [0.386]","Uncharacterised conserved protein UCP015417,  vWA | CCAAT-displacement protein alternatively spliced product","DUF2828 (PF11443) [0.614] | CASP_C (PF08172) [0.386]","NULL / Representative annotation below 0.1%","intra-Golgi vesicle-mediated transport (GO:0006891) [0.386]",92.647760881513,-1.69799954079918,0.306592344295826,57.1778562402544,2.35475569341382e-12,9.61172733139972e-12
"Pn46.36",7205,"mRNA 3'-end-processing protein rna14 [0.741] | mRNA 3'-end-processing protein RNA14 [0.148] | Tetratricopeptide repeat (TPR)-like superfamily protein [0.074] | Cleavage stimulation factor subunit 3 [0.037]","Tetratricopeptide repeat (TPR)-like superfamily protein","Suf (PF05843) [0.852] | TPR_14 (PF13428) [0.519] | RVT_3 (PF13456) [0.037] | zf-RVT (PF13966) [0.037]","NULL / Representative annotation below 0.1%","mRNA processing (GO:0006397) [0.852]",842.036716615685,-2.72804303025064,0.229537708427396,151.204455043641,1.44855967547944e-32,2.26287152082709e-31
"Pn46.50",8986,"Unkown protein / Representative AHRD below 0.1%","Unkown protein(s) / No TAIR description(s)","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%","NULL / Representative annotation below 0.1%",76.482621572793,-3.05551051231215,0.342417025404097,126.712408163282,2.76367856478214e-27,3.16220494988678e-26
"Pn47.116",1123,"Uncharacterised conserved protein UCP015417, vWA [0.614] | Protein CASP [0.386]","Uncharacterised conserved protein UCP015417,  vWA | CCAAT-displacement protein alternatively spliced product","DUF2828 (PF11443) [0.614] | CASP_C (PF08172) [0.386]","NULL / Representative annotation below 0.1%","intra-Golgi vesicle-mediated transport (GO:0006891) [0.386]",110.605071880264,-1.1876663551378,0.242687114045106,48.3883259082243,1.76047996724134e-10,6.11519408015657e-10
"Pn47.88",2693,"Glutaredoxin family protein [0.022]","Unkown protein(s) / No TAIR description(s)","WD40 (PF00400) [0.022]","protein binding (GO:0005515) [0.022]","NULL / Representative annotation below 0.1%",37.1512871224428,-1.52295880616148,0.38780493572477,71.9765194755332,1.61044429748117e-15,8.29941454108566e-15
"Pn5.1011",7168,"Glycogen debranching enzyme [0.963] | Isoamylase 3, chloroplastic [0.037]","isoamylase 3","Alpha-amylase (PF00128) [0.778] | CBM_48 (PF02922) [0.741] | Alpha-amylase_C (PF02806) [0.037]","cation binding (GO:0043169) [0.815] | catalytic activity (GO:0003824) [0.815] | hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.741]","carbohydrate metabolic process (GO:0005975) [0.815]",11.7022877593349,-7.06604047669947,1.51219832794298,40.6076484776691,7.9200944359769e-09,2.37708504786258e-08
"Pn5.1034",2050,"O-fucosyltransferase family protein [0.981] | Histone H3.3 [0.019]","O-fucosyltransferase family protein","O-FucT (PF10250) [1.000] | peroxidase (PF00141) [0.019] | Histone (PF00125) [0.019] | Glyco_hydro_18 (PF00704) [0.019]","peroxidase activity (GO:0004601) [0.019] | heme binding (GO:0020037) [0.019] | hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553) [0.019] | DNA binding (GO:0003677) [0.019]","carbohydrate metabolic process (GO:0005975) [0.019] | oxidation-reduction process (GO:0055114) [0.019] | response to oxidative stress (GO:0006979) [0.019]",12.4627918904156,-3.64695679726387,0.915079515944344,27.1859005830336,5.38199177093104e-06,1.22501168559237e-05
"Pn5.104",6359,"Exosome complex component RRP41 [0.964] | Exosome complex component Rrp41 [0.036]","3'-5'-exoribonuclease family protein","RNase_PH (PF01138) [1.000] | RNase_PH_C (PF03725) [0.929] | Cu_amine_oxidN3 (PF02728) [0.036] | Cu_amine_oxidN2 (PF02727) [0.036]","quinone binding (GO:0048038) [0.036] | primary amine oxidase activity (GO:0008131) [0.036] | copper ion binding (GO:0005507) [0.036]","amine metabolic process (GO:0009308) [0.036] | oxidation-reduction process (GO:0055114) [0.036]",15.7603189252567,-4.61019098734634,1.07766369782361,68.7946192062353,7.73279042651869e-15,3.79056702210804e-14
"Pn5.1124",1103,"galactinol synthase 1 [0.535] | galactinol synthase 2 [0.211] | galactinol synthase 4 [0.211] | galactinol synthase 3 [0.042]","galactinol synthase 3 | galactinol synthase 2 | galactinol synthase 4 | galactinol synthase 1","Glyco_transf_8 (PF01501) [1.000]","transferase activity, transferring glycosyl groups (GO:0016757) [1.000]","NULL / Representative annotation below 0.1%",569.880754483324,-2.02302364813612,0.526821863656355,40.335071125081,9.04741874162359e-09,2.69922658611171e-08
"Pn5.1125",7416,"Chloroplast stem-loop binding protein of 41 kDa b, chloroplastic [1.000]","chloroplast RNA binding","NAD_binding_10 (PF13460) [0.654] | Epimerase (PF01370) [0.308]","coenzyme binding (GO:0050662) [0.308] | catalytic activity (GO:0003824) [0.308]","cellular metabolic process (GO:0044237) [0.308]",77.9212403009431,-4.5048203064422,0.499372021237192,146.881611647985,1.23997864708244e-31,1.83811002742138e-30
"Pn5.1130",1966,"myb domain protein 78 [0.463] | myb domain protein 112 [0.241] | myb domain protein 108 [0.167] | myb domain protein 2 [0.130]","myb domain protein 108 | myb domain protein 112 | myb domain protein 78 | myb domain protein 2","Myb_DNA-binding (PF00249) [1.000]","chromatin binding (GO:0003682) [1.000]","NULL / Representative annotation below 0.1%",38.6442388691943,-2.27603104025836,0.36533466328767,77.3003388449969,1.16409536536309e-16,6.54821836555204e-16
"Pn5.1131",3858,"gibberellin 2-oxidase 6 [0.622] | Gibberellin 2-beta-dioxygenase 2 [0.162] | gibberellin 2-oxidase 4 [0.108] | Gibberellin 2-beta-dioxygenase 4 [0.054] | Gibberellin 2-beta-dioxygenase 6 [0.054]","gibberellin 2-oxidase 4 | gibberellin 2-oxidase 6","2OG-FeII_Oxy (PF03171) [1.000] | DIOX_N (PF14226) [0.973]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706) [1.000] | oxidoreductase activity (GO:0016491) [1.000]","oxidation-reduction process (GO:0055114) [1.000]",83.557097294953,-1.7484890515938,0.29594877743069,153.812316862048,3.96562724436219e-33,6.42006368203868e-32
