,Orthogroup.ID,AHRD.Descriptions,TAIR.Gene.s..Descriptions,Pfam.Domains,GO.Molecular.Functions,GO.Biological.Processes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pn4.1643,1333,homocysteine methyltransferase 2 [0.508] | Homocysteine S-methyltransferase family protein [0.292] | homocysteine S-methyltransferase 3 [0.200],homocysteine S-methyltransferase 3 | Homocysteine S-methyltransferase family protein | homocysteine methyltransferase 2,S-methyl_trans (PF02574) [1.000],homocysteine S-methyltransferase activity (GO:0008898) [1.000],NULL / Representative annotation below 0.1%,912.222669968023,-5.95645056408042,0.57888052682899,80.9886792503271,1.8834340691845E-17,1.12366660618765E-16
Pn1.835,3074,2-succinylbenzoate--CoA ligase [0.405] | 4-coumarate--CoA ligase-like 10 [0.381] | AMP-dependent synthetase and ligase family protein [0.214],AMP-dependent synthetase and ligase family protein,AMP-binding (PF00501) [0.976] | AMP-binding_C (PF13193) [0.881],catalytic activity (GO:0003824) [0.976],metabolic process (GO:0008152) [0.976],87.8619480861209,-3.13195875674662,0.523218197548005,80.0629631258997,2.97529891283265E-17,1.75047336325802E-16
Pn14.664,96,"Non-specific lipid-transfer protein [0.213] | Non-specific lipid-transfer protein 1 [0.149] | Non-specific lipid-transfer protein 2 [0.123] | Non-specific lipid-transfer protein 3 [0.123] | Non-specific lipid-transfer protein A [0.098] | Non-specific lipid-transfer protein B [0.064] | Non-specific lipid-transfer protein 8 [0.064] | Non-specific lipid-transfer protein 4 [0.043] | Non-specific lipid-transfer protein 6 [0.030] | Non-specific lipid-transfer protein 11 [0.026] | Non-specific lipid-transfer protein 10 [0.017] | Non-specific lipid-transfer protein 12 [0.009] | Non-specific lipid-transfer protein 2B [0.009] | Non-specific lipid-transfer protein C, cotyledon-specific isoform [0.009] | Non-specific lipid-transfer protein 5 [0.009] | Non-specific lipid-transfer protein 2A [0.004] | Non-specific lipid-transfer protein P5 [0.004] | Non-specific lipid-transfer protein 7 [0.004] | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [0.004]",Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | lipid transfer protein 1 | lipid transfer protein 3 | lipid transfer protein | lipid transfer protein 12 | lipid transfer protein 6 | lipid transfer protein 5 | lipid transfer protein 4 | lipid transfer protein 2,Tryp_alpha_amyl (PF00234) [0.821] | LTP_2 (PF14368) [0.136],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,525.497785500981,-5.63055885676506,0.549415458367305,79.6202845501633,3.70238988707849E-17,2.16241102193511E-16
Pn2.2887,21319,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [1.000],Unkown protein(s) / No TAIR description(s),Methyltransf_7 (PF03492) [1.000],methyltransferase activity (GO:0008168) [1.000],NULL / Representative annotation below 0.1%,35.6865966591851,-5.30863050275077,0.790376563359364,78.9660774425951,5.11438486162319E-17,2.95677428584461E-16
Pn55.41,10360,Peroxidase superfamily protein [1.000],Peroxidase superfamily protein,peroxidase (PF00141) [1.000],peroxidase activity (GO:0004601) [1.000] | heme binding (GO:0020037) [1.000],oxidation-reduction process (GO:0055114) [1.000] | response to oxidative stress (GO:0006979) [1.000],303.316980693609,-4.08273277691645,0.467970168626911,78.1816035933405,7.53398806346274E-17,4.29763056897665E-16
Pn1.706,3074,2-succinylbenzoate--CoA ligase [0.405] | 4-coumarate--CoA ligase-like 10 [0.381] | AMP-dependent synthetase and ligase family protein [0.214],AMP-dependent synthetase and ligase family protein,AMP-binding (PF00501) [0.976] | AMP-binding_C (PF13193) [0.881],catalytic activity (GO:0003824) [0.976],metabolic process (GO:0008152) [0.976],48.5097850041523,-1.75476938426037,0.568597626639106,78.1593493505186,7.61723018894551E-17,4.34181155708423E-16
Pn21.461,10318,zinc finger protein 4 [0.350] | C2H2-like zinc finger protein [0.200] | zinc-finger protein 1 [0.150] | zinc finger protein 3 [0.100] | zinc finger protein 2 [0.050] | zinc finger protein 7 [0.050] | C2H2 and C2HC zinc fingers superfamily protein [0.050],C2H2-like zinc finger protein,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,20.1172740670896,-4.19536213135571,0.682331702313606,77.9653041628112,8.3831454923182E-17,4.76811271427808E-16
Pn17.144,50,Disease resistance protein (CC-NBS-LRR class) family [0.900] | NB-ARC domain-containing disease resistance protein [0.062] | Disease resistance protein RPM1 [0.005] | TOPLESS-related 1 [0.005] | TOPLESS-related 2 [0.005] | Leucine-rich repeat-containing protein 7 [0.003] | TOPLESS-related 3 [0.003],NB-ARC domain-containing disease resistance protein,NB-ARC (PF00931) [0.976] | LRR_4 (PF12799) [0.168] | LRR_8 (PF13855) [0.062] | LRR_1 (PF00560) [0.030] | Jacalin (PF01419) [0.016] | WD40 (PF00400) [0.008] | Chlorophyllase (PF07224) [0.003] | DUF4219 (PF13961) [0.003] | LRR_7 (PF13504) [0.003],ADP binding (GO:0043531) [0.976] | protein binding (GO:0005515) [0.038] | chlorophyllase activity (GO:0047746) [0.003],chlorophyll catabolic process (GO:0015996) [0.003],31.3748728996017,-6.72757414881192,1.16850896517401,77.3337615675911,1.14504469249226E-16,6.44508453837441E-16
Pn17.308,1324,"Rhodanese/Cell cycle control phosphatase superfamily protein [0.708] | Receptor homology region, transmembrane domain- and RING domain-containing protein 1 [0.138] | RING/U-box superfamily protein [0.046] | sulfurtransferase 18 [0.031] | Receptor homology region, transmembrane domain- and RING domain-containing protein 2 [0.031] | sulfurtransferase protein 16 [0.015] | receptor homology region transmembrane domain ring H2 motif protein 1 [0.015] | flavonol synthase 3 [0.015]",Rhodanese/Cell cycle control phosphatase superfamily protein | sulfurtransferase 18 | receptor homology region transmembrane domain ring H2 motif protein 1,Rhodanese (PF00581) [0.785] | PA (PF02225) [0.200] | zf-RING_2 (PF13639) [0.154] | DIOX_N (PF14226) [0.015],protein binding (GO:0005515) [0.154] | zinc ion binding (GO:0008270) [0.154],NULL / Representative annotation below 0.1%,40.0975599057924,-3.78766149124194,0.635065245577219,77.2448566394646,1.19642186648384E-16,6.71997749976377E-16
Pn5.2847,508,"Glucose-1-phosphate adenylyltransferase large subunit 1 [0.940] | Glucose-1-phosphate adenylyltransferase large subunit 2, chloroplastic [0.060]",Glucose-1-phosphate adenylyltransferase family protein | ADP glucose pyrophosphorylase large subunit 1 | ADPGLC-PPase large subunit,NTP_transferase (PF00483) [1.000] | OTCace (PF00185) [0.010] | OTCace_N (PF02729) [0.010],nucleotidyltransferase activity (GO:0016779) [1.000] | amino acid binding (GO:0016597) [0.010] | carboxyl- or carbamoyltransferase activity (GO:0016743) [0.010],biosynthetic process (GO:0009058) [1.000] | cellular amino acid metabolic process (GO:0006520) [0.010],121.441211453755,-2.72058955664738,0.501483937246985,76.626696072195,1.62336114862927E-16,9.02758259061687E-16
Pn17.758,32,Subtilase family protein [0.573] | Subtilisin-like serine endopeptidase family protein [0.232] | subtilase family protein [0.159] | subtilase 4.12 [0.024] | subtilase 4.13 [0.004] | subtilase 3.12 [0.004] | ubiquitin-conjugating enzyme 32 [0.004],Subtilase family protein | Subtilisin-like serine endopeptidase family protein | subtilase family protein | subtilase 4.13 | subtilase 3.12 | subtilase 4.12 | xylem serine peptidase 1,Peptidase_S8 (PF00082) [0.994] | Inhibitor_I9 (PF05922) [0.888] | PA (PF02225) [0.601] | UQ_con (PF00179) [0.004] | Ribosomal_L11 (PF00298) [0.002] | Ank_2 (PF12796) [0.002] | Ank (PF00023) [0.002] | Phi_1 (PF04674) [0.002] | Ribosomal_L11_N (PF03946) [0.002] | mTERF (PF02536) [0.002] | RVT_2 (PF07727) [0.002] | HI0933_like (PF03486) [0.002] | Sin_N (PF04801) [0.002] | BTB (PF00651) [0.002] | Nucleoside_tran (PF01733) [0.002],serine-type endopeptidase activity (GO:0004252) [0.994] | identical protein binding (GO:0042802) [0.888] | protein binding (GO:0005515) [0.004] | acid-amino acid ligase activity (GO:0016881) [0.004] | DNA-directed RNA polymerase activity (GO:0003899) [0.002] | structural constituent of ribosome (GO:0003735) [0.002] | nucleoside transmembrane transporter activity (GO:0005337) [0.002],"proteolysis (GO:0006508) [0.994] | negative regulation of catalytic activity (GO:0043086) [0.888] | translation (GO:0006412) [0.002] | transport (GO:0006810) [0.002] | transcription, DNA-templated (GO:0006351) [0.002]",331.587286232961,-2.15751999964099,0.265140341195179,76.6264976884506,1.62352013204448E-16,9.02758259061687E-16
Pn2.2363,15983,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,16.4153334271883,-7.48950822484258,1.26697718405037,76.5243281181199,1.70750144317304E-16,9.47465341987605E-16
Pn17.16,268,Potassium channel AKT1 [0.381] | Potassium channel KAT1 [0.194] | Potassium channel AKT2/3 [0.157] | potassium channel in Arabidopsis thaliana 1 [0.075] | Potassium channel KAT2 [0.067] | Potassium channel AKT2 [0.060] | potassium channel in Arabidopsis thaliana 2 [0.022] | Potassium channel KAT3 [0.022] | Potassium channel AKT6 [0.015] | Potassium channel AKT3 [0.007],K+ transporter 1 | potassium channel in Arabidopsis thaliana 2 | Shaker pollen inward K+ channel | potassium channel in Arabidopsis thaliana 1 | K+ transporter 5 | potassium transport 2/3,cNMP_binding (PF00027) [0.993] | Ion_trans (PF00520) [0.955] | DUF3354 (PF11834) [0.903] | Ank_2 (PF12796) [0.687] | Ank (PF00023) [0.060] | Ion_trans_2 (PF07885) [0.030] | Ank_4 (PF13637) [0.015] | Ank_5 (PF13857) [0.007] | Ank_3 (PF13606) [0.007],ion channel activity (GO:0005216) [0.955] | protein binding (GO:0005515) [0.067],ion transport (GO:0006811) [0.955] | transmembrane transport (GO:0055085) [0.955],174.280889799549,-1.01838145177255,0.221744622820459,76.407843198683,1.80856031317496E-16,1.00205823263228E-15
Pn1.3162,10296,RmlC-like cupins superfamily protein [0.800] | 12S seed storage globulin 2 [0.050] | Glutelin type-A 1 [0.050] | 13S globulin seed storage protein 1 [0.050] | Glutelin type-A 2 [0.050],Unkown protein(s) / No TAIR description(s),Cupin_1 (PF00190) [1.000],nutrient reservoir activity (GO:0045735) [1.000],NULL / Representative annotation below 0.1%,3080.47487170686,-3.60281591549552,0.383982653555193,75.7288656895077,2.52861029847513E-16,1.3861603183672E-15
Pn11.26,1683,"Trans-cinnamate 4-monooxygenase [0.983] | cytochrome P450, family 98, subfamily A, polypeptide 3 [0.017]",cinnamate-4-hydroxylase,p450 (PF00067) [1.000],"iron ion binding (GO:0005506) [1.000] | heme binding (GO:0020037) [1.000] | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705) [1.000]",oxidation-reduction process (GO:0055114) [1.000],84.7319470220143,-5.05185925996135,0.612748401469512,74.0937016457351,5.66676167151006E-16,3.02572522669402E-15
Pn22.833,5412,BAG family molecular chaperone regulator 2 [0.484] | BAG family molecular chaperone regulator 3 [0.226] | BAG family molecular chaperone regulator 1 [0.194] | BAG family molecular chaperone regulator 4 [0.097],Ubiquitin-like superfamily protein,ubiquitin (PF00240) [1.000],protein binding (GO:0005515) [1.000],NULL / Representative annotation below 0.1%,67.1737577690117,-1.52548464337957,0.449213765443851,73.4766560766177,7.68344641734936E-16,4.06202414002994E-15
Pn3.4306,706,4-coumarate:CoA ligase 2 [0.360] | 4-coumarate--CoA ligase-like 5 [0.221] | 4-coumarate:CoA ligase 3 [0.140] | 4-coumarate--CoA ligase-like 7 [0.093] | 4-coumarate--CoA ligase-like 4 [0.070] | 4-coumarate--CoA ligase-like 1 [0.058] | 4-coumarate--CoA ligase-like 2 [0.023] | 4-coumarate--CoA ligase-like 3 [0.012] | 4-coumarate--CoA ligase-like 8 [0.012] | 4-coumarate:CoA ligase 5 [0.012],AMP-dependent synthetase and ligase family protein | OPC-8:0 CoA ligase1,AMP-binding (PF00501) [1.000] | AMP-binding_C (PF13193) [0.942] | RVT_3 (PF13456) [0.012] | peroxidase (PF00141) [0.012] | Ist1 (PF03398) [0.012],catalytic activity (GO:0003824) [1.000] | peroxidase activity (GO:0004601) [0.012] | heme binding (GO:0020037) [0.012],metabolic process (GO:0008152) [1.000] | oxidation-reduction process (GO:0055114) [0.012] | response to oxidative stress (GO:0006979) [0.012],332.400018755074,-1.58750023504811,0.35199509971877,71.42914805271,2.109563622466E-15,1.07716794205817E-14
Pn12.1522,405,Wound-responsive family protein [1.000],Wound-responsive family protein,DUF3774 (PF12609) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,26.4010716490477,-4.43514301861761,0.723213557154829,70.9048126329035,2.7320831458682E-15,1.38217047939514E-14
Pn21.428,25,ABC transporter family protein [0.791] | ABC transporter B family member 20 [0.051] | ABC transporter B family member 1 [0.043] | ABC transporter B family member 19 [0.037] | ABC transporter B family member 2 [0.018] | ABC transporter B family member 6 [0.012] | ABC transporter B family member 21 [0.008] | ABC transporter B family member 10 [0.006] | ABC transporter B family member 4 [0.006] | ABC transporter B family member 13 [0.006] | ABC transporter B family member 9 [0.004] | ABC transporter B family member 3 [0.004] | ABC transporter B family member 11 [0.004] | ABC transporter B family member 14 [0.004] | ABC transporter B family member 12 [0.002] | ABC transporter B family member 5 [0.002] | ABC transporter B family member 7 [0.002],ABC transporter family protein | P-glycoprotein 21 | P-glycoprotein 11 | P-glycoprotein 5 | P-glycoprotein  20 | P-glycoprotein 13 | P-glycoprotein 12 | P-glycoprotein 6 | P-glycoprotein 17 | P-glycoprotein  9 | P-glycoprotein 14 | P-glycoprotein 2 | P-glycoprotein  7 | ATP binding cassette subfamily B19 | P-glycoprotein 10 | ATP binding cassette subfamily B4 | P-glycoprotein 3 | P-glycoprotein 16 | ATP binding cassette subfamily B1 | P-glycoprotein 18,ABC_membrane (PF00664) [0.998] | ABC_tran (PF00005) [0.998] | DUF936 (PF06075) [0.002] | PAH (PF02671) [0.002],"ATP binding (GO:0005524) [1.000] | ATPase activity, coupled to transmembrane movement of substances (GO:0042626) [0.998] | ATPase activity (GO:0016887) [0.998]","transport (GO:0006810) [0.998] | transmembrane transport (GO:0055085) [0.998] | regulation of transcription, DNA-templated (GO:0006355) [0.002]",20.740033403409,-3.87312000932391,0.633099157980993,70.3423076615518,3.60543591698469E-15,1.80753913422266E-14
Pn22.966,36,Potassium transporter family protein [0.661] | potassium transporter 2 [0.134] | potassium transporter 1 [0.089] | NF-X1-type zinc finger protein NFXL1 [0.064] | Potassium transporter 1 [0.011] | Potassium transporter 18 [0.007] | Potassium transporter 10 [0.007] | Potassium transporter 9 [0.005] | Potassium transporter 19 [0.005] | Potassium transporter 5 [0.005] | Potassium transporter 11 [0.005] | Potassium transporter 27 [0.005] | Potassium transporter 20 [0.002] | Potassium transporter 21 [0.002],Potassium transporter family protein | K+ uptake permease 10 | K+ uptake permease 6 | high affinity K+ transporter 5 | K+ uptake permease 5 | K+ uptake permease 7 | potassium transporter 2 | K+ uptake permease 9 | NF-X-like 1 | K+ uptake permease 11 | K+ uptake transporter 3 | potassium transporter 1,K_trans (PF02705) [0.936] | zf-NF-X1 (PF01422) [0.039] | R3H (PF01424) [0.005] | KNOX2 (PF03791) [0.002] | NUDIX (PF00293) [0.002] | UBN2_2 (PF14227) [0.002] | Pkinase (PF00069) [0.002],potassium ion transmembrane transporter activity (GO:0015079) [0.936] | sequence-specific DNA binding transcription factor activity (GO:0003700) [0.039] | zinc ion binding (GO:0008270) [0.039] | nucleic acid binding (GO:0003676) [0.005] | ATP binding (GO:0005524) [0.002] | protein kinase activity (GO:0004672) [0.002] | hydrolase activity (GO:0016787) [0.002] | DNA binding (GO:0003677) [0.002],"potassium ion transmembrane transport (GO:0071805) [0.936] | regulation of transcription, DNA-templated (GO:0006355) [0.039] | protein phosphorylation (GO:0006468) [0.002]",130.16375846619,-2.83267542305219,0.368213252607663,69.5124222919019,5.42823614253226E-15,2.6890150192967E-14
Pn11.1187,4381,Peroxisomal acyl-coenzyme A oxidase 1 [1.000],acyl-CoA oxidase 1 | acyl-CoA oxidase 5,Acyl-CoA_ox_N (PF14749) [0.971] | ACOX (PF01756) [0.971] | Acyl-CoA_dh_M (PF02770) [0.941] | Acyl-CoA_dh_1 (PF00441) [0.176],"acyl-CoA oxidase activity (GO:0003997) [0.971] | acyl-CoA dehydrogenase activity (GO:0003995) [0.941] | oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627) [0.176]",oxidation-reduction process (GO:0055114) [1.000] | fatty acid beta-oxidation (GO:0006635) [0.971],248.06689541801,-3.3911001501443,0.436544602437013,68.1677670957635,1.05323043872564E-14,5.11218442531733E-14
Pn16.1933,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],14.8310877301404,-7.5435353200047,1.37813343220992,67.7336977639388,1.30446475504243E-14,6.28888441163297E-14
Pn14.249,366,lipid phosphate phosphatase 3 [0.650] | lipid phosphate phosphatase 2 [0.350],Phosphatidic acid phosphatase (PAP2) family protein | lipid phosphate phosphatase 3 | lipid phosphate phosphatase 2 | phosphatidic acid phosphatase 1,PAP2 (PF01569) [0.991] | PB1 (PF00564) [0.009],catalytic activity (GO:0003824) [0.991] | protein binding (GO:0005515) [0.009],NULL / Representative annotation below 0.1%,1858.85737020823,-1.64917708100124,0.229098908984692,67.5437679397583,1.43246036160708E-14,6.88529825520325E-14
Pn31.55,1062,MATE efflux family protein [1.000],MATE efflux family protein | root hair specific 2,MatE (PF01554) [1.000],drug transmembrane transporter activity (GO:0015238) [1.000] | antiporter activity (GO:0015297) [1.000],drug transmembrane transport (GO:0006855) [1.000] | transmembrane transport (GO:0055085) [1.000],40.1294977064044,-1.76331114183072,0.445412818276965,66.2918150738691,2.65457100710059E-14,1.25017428671052E-13
Pn5.1883,3670,Pectin lyase-like superfamily protein [1.000],Pectin lyase-like superfamily protein,Pectinesterase (PF01095) [1.000],pectinesterase activity (GO:0030599) [1.000],cell wall modification (GO:0042545) [1.000],49.5513724469377,-6.59763716572033,1.01669846865082,65.8966483643259,3.22509881608037E-14,1.51079962240167E-13
Pn30.208,348,Unkown protein / Representative AHRD below 0.1%,Protein of unknown function (DUF3511),DUF3511 (PF12023) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,490.387114051579,-1.5159478535468,0.292621390816571,63.5264998549687,1.03632320584012E-13,4.68678940799627E-13
Pn15.2585,96,"Non-specific lipid-transfer protein [0.213] | Non-specific lipid-transfer protein 1 [0.149] | Non-specific lipid-transfer protein 2 [0.123] | Non-specific lipid-transfer protein 3 [0.123] | Non-specific lipid-transfer protein A [0.098] | Non-specific lipid-transfer protein B [0.064] | Non-specific lipid-transfer protein 8 [0.064] | Non-specific lipid-transfer protein 4 [0.043] | Non-specific lipid-transfer protein 6 [0.030] | Non-specific lipid-transfer protein 11 [0.026] | Non-specific lipid-transfer protein 10 [0.017] | Non-specific lipid-transfer protein 12 [0.009] | Non-specific lipid-transfer protein 2B [0.009] | Non-specific lipid-transfer protein C, cotyledon-specific isoform [0.009] | Non-specific lipid-transfer protein 5 [0.009] | Non-specific lipid-transfer protein 2A [0.004] | Non-specific lipid-transfer protein P5 [0.004] | Non-specific lipid-transfer protein 7 [0.004] | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [0.004]",Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | lipid transfer protein 1 | lipid transfer protein 3 | lipid transfer protein | lipid transfer protein 12 | lipid transfer protein 6 | lipid transfer protein 5 | lipid transfer protein 4 | lipid transfer protein 2,Tryp_alpha_amyl (PF00234) [0.821] | LTP_2 (PF14368) [0.136],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,2006.54520128821,-4.38319216341662,0.492273581210775,63.5143404843533,1.04254612997578E-13,4.7140680193967E-13
Pn23.257,95,Terpenoid cyclases/Protein prenyltransferases superfamily protein [0.797] | ATP-dependent Clp protease proteolytic subunit [0.091] | terpenoid synthase 13 [0.037] | ATP-dependent Clp protease proteolytic subunit 2 [0.017] | (E)-beta-farnesene synthase [0.008] | Terpenoid synthase 18 [0.008] | Terpenoid synthase 25 [0.008] | Terpenoid synthase 22 [0.004] | Terpenoid synthase 6 [0.004] | Terpenoid synthase 17 [0.004] | ATP-dependent Clp protease proteolytic subunit 1 [0.004] | Terpenoid synthase 20 [0.004] | Terpenoid synthase 30 [0.004] | Terpenoid synthase 19 [0.004] | Terpenoid synthase 29 [0.004],Terpenoid cyclases/Protein prenyltransferases superfamily protein | ATP-dependent caseinolytic (Clp) protease/crotonase family protein | terpene synthase 21,Terpene_synth_C (PF03936) [0.888] | Terpene_synth (PF01397) [0.838] | CLP_protease (PF00574) [0.116] | gag_pre-integrs (PF13976) [0.004] | UBN2 (PF14223) [0.004] | peroxidase (PF00141) [0.004],magnesium ion binding (GO:0000287) [0.888] | lyase activity (GO:0016829) [0.888] | terpene synthase activity (GO:0010333) [0.888] | peroxidase activity (GO:0004601) [0.004] | heme binding (GO:0020037) [0.004],metabolic process (GO:0008152) [0.838] | oxidation-reduction process (GO:0055114) [0.004] | response to oxidative stress (GO:0006979) [0.004],14.6193542020262,-7.53809376940202,1.36575864364787,63.2944119568941,1.16177398367242E-13,5.23205320574795E-13
Pn11.1123,2288,"Granule-bound starch synthase 1, chloroplastic/amyloplastic [0.900] | Granule-bound starch synthase 1b, chloroplastic/amyloplastic [0.100]",UDP-Glycosyltransferase superfamily protein,Glyco_transf_5 (PF08323) [1.000] | Glycos_transf_1 (PF00534) [0.960],NULL / Representative annotation below 0.1%,biosynthetic process (GO:0009058) [0.960],1465.14640180025,-1.7810473496031,0.267357036711766,62.8974186722551,1.41254648232905E-13,6.31275119101855E-13
Pn19.1046,1136,Heat stress transcription factor A-2 [0.314] | Heat stress transcription factor A-6b [0.300] | Heat stress transcription factor A-2b [0.157] | Heat stress transcription factor A-2c [0.086] | Heat stress transcription factor A-2d [0.071] | Heat stress transcription factor A-2e [0.043] | Heat stress transcription factor A-7a [0.029],heat shock transcription factor  A6B | heat shock transcription factor  A7A | heat shock transcription factor A2,HSF_DNA-bind (PF00447) [1.000] | Cauli_DNA-bind (PF03310) [0.014],sequence-specific DNA binding (GO:0043565) [1.000] | sequence-specific DNA binding transcription factor activity (GO:0003700) [1.000] | DNA binding (GO:0003677) [0.014],"regulation of transcription, DNA-templated (GO:0006355) [1.000]",422.501928633841,-3.08842065182116,0.380216943024243,62.8908360423491,1.41713136803926E-13,6.33261226143091E-13
Pn17.517,985,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [1.000],2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,2OG-FeII_Oxy (PF03171) [1.000] | DIOX_N (PF14226) [0.987],"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706) [1.000] | oxidoreductase activity (GO:0016491) [1.000]",oxidation-reduction process (GO:0055114) [1.000],38.6588956798017,-2.80403692408761,0.507896855360883,62.3522288770121,1.84738091321391E-13,8.18736288160416E-13
Pn5.1964,27508,"1,4-alpha-glucan-branching enzyme [1.000]",Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,16.4377999495461,-2.96505915291616,0.570793362927247,61.9090376498835,2.29769747713874E-13,1.01158048240015E-12
Pn12.444,89,UDP-Glycosyltransferase superfamily protein [0.996] | Disease resistance protein (TIR-NBS-LRR class) family [0.004],UDP-glucosyl transferase 85A3 | UDP-Glycosyltransferase superfamily protein | UDP-glucosyl transferase 85A5 | UDP-glucosyl transferase 85A2 | UDP-glucosyl transferase 85A7 | UDP-glucosyl transferase 85A4,UDPGT (PF00201) [0.925] | PPR (PF01535) [0.008] | TIR (PF01582) [0.008],"transferase activity, transferring hexosyl groups (GO:0016758) [0.925] | protein binding (GO:0005515) [0.008]",metabolic process (GO:0008152) [0.925] | signal transduction (GO:0007165) [0.008],19.553363879365,-1.06224874632918,0.449119758463602,61.8110336160453,2.41124170768736E-13,1.06032415627851E-12
Pn15.1789,2878,Unkown protein / Representative AHRD below 0.1%,Unkown protein(s) / No TAIR description(s),NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,26.6319576922458,-4.79261334502541,0.846135353795369,61.7505121974137,2.4841433786392E-13,1.09152857315146E-12
Pn10.1374,2150,Cysteine-rich repeat secretory protein 60 [0.529] | Cysteine-rich repeat secretory protein 12 [0.431] | Cysteine-rich repeat secretory protein 2 [0.020] | Cysteine-rich repeat secretory protein 15 [0.020],plasmodesmata-located protein 7 | plasmodesmata-located protein 6,Stress-antifung (PF01657) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,160.289395357595,-1.99440374337571,0.355213882531988,61.6686891371,2.58621897481235E-13,1.13471807759711E-12
Pn11.1027,1893,"glucan endo-1,3-beta-glucosidase-like protein 3 [0.982] | Glucan endo-1,3-beta-D-glucosidase [0.018]",plasmodesmata callose-binding protein 3 | Carbohydrate-binding X8 domain superfamily protein,X8 (PF07983) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,88.325041488669,-1.69873418197847,0.318072090724286,60.3627345163011,4.91753190878238E-13,2.11288091467977E-12
Pn11.1029,1893,"glucan endo-1,3-beta-glucosidase-like protein 3 [0.982] | Glucan endo-1,3-beta-D-glucosidase [0.018]",plasmodesmata callose-binding protein 3 | Carbohydrate-binding X8 domain superfamily protein,X8 (PF07983) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,88.325041488669,-1.69873418197847,0.318072090724286,60.3627345163011,4.91753190878238E-13,2.11288091467977E-12
Pn36.35,10785,"CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein [1.000]","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein",CAP (PF00188) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,451.080071195816,-2.91823251681372,0.392083122238014,59.2224038433378,8.61702695201248E-13,3.63472756957661E-12
Pn11.2197,9988,17.6 kDa class II heat shock protein [1.000],HSP20-like chaperones superfamily protein,HSP20 (PF00011) [1.000],NULL / Representative annotation below 0.1%,NULL / Representative annotation below 0.1%,56.9985943683877,-1.06721740053502,0.386168991097644,58.0879893045237,1.50532049419553E-12,6.23268627221212E-12
