Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A960SAD9	unreviewed	A0A960SAD9_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KJT03_01535	Verrucomicrobiae bacterium	312
A0A960SAX5	unreviewed	A0A960SAX5_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KJT03_03135	Verrucomicrobiae bacterium	288
A0A960SCN1	unreviewed	A0A960SCN1_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KJT03_03365	Verrucomicrobiae bacterium	313
A0A960SDF8	unreviewed	A0A960SDF8_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KJT03_08485	Verrucomicrobiae bacterium	321
A0A960SFG6	unreviewed	A0A960SFG6_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KJT03_12930	Verrucomicrobiae bacterium	287
A0A960SV25	unreviewed	A0A960SV25_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN05_00135	Verrucomicrobiae bacterium	376
A0A960T207	unreviewed	A0A960T207_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN05_21755	Verrucomicrobiae bacterium	340
A0A960T7S6	unreviewed	A0A960T7S6_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDK78_11925	Chlamydiia bacterium	371
A0A960T816	unreviewed	A0A960T816_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK23_00965	Leptospiraceae bacterium	370
A0A960TE20	unreviewed	A0A960TE20_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK23_16510	Leptospiraceae bacterium	283
A0A960TRS1	unreviewed	A0A960TRS1_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDK48_02270	Chlamydiia bacterium	354
A0A960U355	unreviewed	A0A960U355_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK45_03570	Leptospiraceae bacterium	358
A0A960U5S9	unreviewed	A0A960U5S9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK45_10845	Leptospiraceae bacterium	389
A0A960U635	unreviewed	A0A960U635_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK45_11695	Leptospiraceae bacterium	497
A0A960U6Z1	unreviewed	A0A960U6Z1_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK45_12760	Leptospiraceae bacterium	582
A0A960UKU3	unreviewed	A0A960UKU3_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_01450 KDK37_12460	Leptospiraceae bacterium	365
A0A960UPA7	unreviewed	A0A960UPA7_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_09330	Leptospiraceae bacterium	200
A0A960UQZ9	unreviewed	A0A960UQZ9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_19380	Leptospiraceae bacterium	283
A0A960URY5	unreviewed	A0A960URY5_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_17705 KDK37_10370	Leptospiraceae bacterium	381
A0A960UTD9	unreviewed	A0A960UTD9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_20050	Leptospiraceae bacterium	242
A0A960UVS7	unreviewed	A0A960UVS7_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK25_11390	Leptospiraceae bacterium	282
A0A960UY76	unreviewed	A0A960UY76_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK25_15910	Leptospiraceae bacterium	274
A0A960V3I0	unreviewed	A0A960V3I0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK39_09650	Leptospiraceae bacterium	287
A0A960V5Z1	unreviewed	A0A960V5Z1_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK36_01900	Leptospiraceae bacterium	341
A0A960V9C4	unreviewed	A0A960V9C4_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK36_11725	Leptospiraceae bacterium	172
A0A960VXN0	unreviewed	A0A960VXN0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK90_03540	Leptospiraceae bacterium	361
A0A960W300	unreviewed	A0A960W300_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK90_22560	Leptospiraceae bacterium	471
A0A960W3X0	unreviewed	A0A960W3X0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK90_19795	Leptospiraceae bacterium	314
A0A960WD41	unreviewed	A0A960WD41_UNCDE	Fatty acid desaturase (EC 1.14.19.-)	KDK51_04760	Deltaproteobacteria bacterium	294
A0A960WGV9	unreviewed	A0A960WGV9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK41_03075	Leptospiraceae bacterium	326
A0A960WIH3	unreviewed	A0A960WIH3_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK41_09635	Leptospiraceae bacterium	258
A0A960XSA2	unreviewed	A0A960XSA2_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN05_10345	Verrucomicrobiae bacterium	185
A0A960XW93	unreviewed	A0A960XW93_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK23_01090	Leptospiraceae bacterium	382
A0A960Y2Q9	unreviewed	A0A960Y2Q9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK54_14915	Leptospiraceae bacterium	728
A0A960Y8F4	unreviewed	A0A960Y8F4_UNCXX	Fatty acid desaturase (EC 1.14.19.-)	KDL45_06545	bacterium	309
A0A960YAD3	unreviewed	A0A960YAD3_UNCXX	Fatty acid desaturase (EC 1.14.19.-)	KDL45_15800	bacterium	319
A0A960YPK8	unreviewed	A0A960YPK8_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK25_05480	Leptospiraceae bacterium	283
A0A960YTB4	unreviewed	A0A960YTB4_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK39_01800	Leptospiraceae bacterium	304
A0A960YVS1	unreviewed	A0A960YVS1_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK36_04065	Leptospiraceae bacterium	206
A0A960YWS0	unreviewed	A0A960YWS0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK36_09055	Leptospiraceae bacterium	724
A0A960ZB78	unreviewed	A0A960ZB78_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK90_17270	Leptospiraceae bacterium	360
A0A960ZJJ1	unreviewed	A0A960ZJJ1_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK41_09285	Leptospiraceae bacterium	414
A0A960ZNQ1	unreviewed	A0A960ZNQ1_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN18_11335	Verrucomicrobiae bacterium	432
A0A961AS52	unreviewed	A0A961AS52_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN19_10815	Verrucomicrobiae bacterium	426
A0A961AZN5	unreviewed	A0A961AZN5_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDM91_05690	Verrucomicrobiae bacterium	427
A0A961BG60	unreviewed	A0A961BG60_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN04_12125	Verrucomicrobiae bacterium	431
A0A961BSQ7	unreviewed	A0A961BSQ7_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB33_13240 KDB36_09970	Acidimicrobiales bacterium	375
A0A961BUX1	unreviewed	A0A961BUX1_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB36_16175	Acidimicrobiales bacterium	141
A0A961BW93	unreviewed	A0A961BW93_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB36_16335	Acidimicrobiales bacterium	380
A0A961CBV5	unreviewed	A0A961CBV5_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB33_06355	Acidimicrobiales bacterium	284
A0A961CYD2	unreviewed	A0A961CYD2_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB31_03520	Microthrixaceae bacterium	324
A0A961D0B3	unreviewed	A0A961D0B3_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB31_02400	Microthrixaceae bacterium	327
A0A961D653	unreviewed	A0A961D653_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDL09_01670	Prosthecobacter sp	342
A0A961DMB5	unreviewed	A0A961DMB5_9MICO	Fatty acid desaturase (EC 1.14.19.-)	KDB18_13965	Salinibacterium sp	181
A0A961DR55	unreviewed	A0A961DR55_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB20_15410	Microthrixaceae bacterium	391
A0A961DRX5	unreviewed	A0A961DRX5_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB20_16685	Microthrixaceae bacterium	368
A0A961DXU1	unreviewed	A0A961DXU1_9MYCO	Fatty acid desaturase (EC 1.14.19.-)	KDB47_06485	Mycobacterium sp	503
A0A961E3N0	unreviewed	A0A961E3N0_9MYCO	Fatty acid desaturase (EC 1.14.19.-)	KDB45_07195	Mycobacterium sp	514
A0A961E6P5	unreviewed	A0A961E6P5_9MYCO	Acyl-ACP desaturase (EC 1.14.19.2)	KDB45_12430	Mycobacterium sp	276
A0A961E7U6	unreviewed	A0A961E7U6_9MYCO	Acyl-ACP desaturase (EC 1.14.19.2)	KDB45_15430	Mycobacterium sp	76
A0A961EA50	unreviewed	A0A961EA50_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB67_02620	Gordonia sp. (in: high G+C Gram-positive bacteria)	475
A0A961EAT1	unreviewed	A0A961EAT1_9ACTN	Acyl-ACP desaturase (EC 1.14.19.2)	KDB67_15890	Gordonia sp. (in: high G+C Gram-positive bacteria)	322
A0A961EQ91	unreviewed	A0A961EQ91_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK37_05430	Leptospiraceae bacterium	357
A0A961EVT1	unreviewed	A0A961EVT1_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK37_19495	Leptospiraceae bacterium	219
A0A961F245	unreviewed	A0A961F245_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK30_16035	Leptospiraceae bacterium	179
A0A961F4V0	unreviewed	A0A961F4V0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK30_16850	Leptospiraceae bacterium	297
A0A961FQC4	unreviewed	A0A961FQC4_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN19_06235	Verrucomicrobiae bacterium	377
A0A961FXA7	unreviewed	A0A961FXA7_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDM91_15515	Verrucomicrobiae bacterium	383
A0A961G190	unreviewed	A0A961G190_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDN04_02910	Verrucomicrobiae bacterium	347
A0A961G772	unreviewed	A0A961G772_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB36_01660	Acidimicrobiales bacterium	294
A0A961GID5	unreviewed	A0A961GID5_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB26_15020	Microthrixaceae bacterium	331
A0A961GL48	unreviewed	A0A961GL48_9MYCO	Acyl-ACP desaturase (EC 1.14.19.2)	KDB56_00360	Mycobacterium sp	276
A0A961GUC4	unreviewed	A0A961GUC4_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB31_07000	Microthrixaceae bacterium	354
A0A961GYF7	unreviewed	A0A961GYF7_9BACT	Fatty acid desaturase (EC 1.14.19.-)	KDL09_06185	Prosthecobacter sp	407
A0A961H546	unreviewed	A0A961H546_9ACTN	Fatty acid desaturase (EC 1.14.19.-)	KDB20_02550	Microthrixaceae bacterium	332
A0A961H5V7	unreviewed	A0A961H5V7_9MICO	Fatty acid desaturase (EC 1.14.19.-)	KDB18_09580	Salinibacterium sp	70
A0A961H8V7	unreviewed	A0A961H8V7_9MYCO	Acyl-ACP desaturase (EC 1.14.19.2)	KDB47_00570	Mycobacterium sp	276
A0A961HSF9	unreviewed	A0A961HSF9_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK33_02245 KDK37_12265	Leptospiraceae bacterium	285
A0A961I7W6	unreviewed	A0A961I7W6_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK27_17245	Leptospiraceae bacterium	268
A0A961I8F4	unreviewed	A0A961I8F4_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK27_17970	Leptospiraceae bacterium	196
A0A961I8X3	unreviewed	A0A961I8X3_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK27_19515	Leptospiraceae bacterium	153
A0A961IAK3	unreviewed	A0A961IAK3_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK34_02230	Leptospiraceae bacterium	129
A0A961IB74	unreviewed	A0A961IB74_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK34_02965	Leptospiraceae bacterium	165
A0A961IET8	unreviewed	A0A961IET8_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK34_12170	Leptospiraceae bacterium	187
A0A961IWJ1	unreviewed	A0A961IWJ1_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK28_07295	Maritimibacter sp	205
A0A961J076	unreviewed	A0A961J076_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK28_20850	Maritimibacter sp	312
A0A961J1M2	unreviewed	A0A961J1M2_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK28_21460	Maritimibacter sp	203
A0A961J2C2	unreviewed	A0A961J2C2_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK26_08015	Roseivivax sp	306
A0A961JNQ3	unreviewed	A0A961JNQ3_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK11_05205	Maritimibacter sp	272
A0A961KEV0	unreviewed	A0A961KEV0_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDJ96_07380	Paracoccaceae bacterium	203
A0A961LAC4	unreviewed	A0A961LAC4_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDK89_05095	Alphaproteobacteria bacterium	306
A0A961LM44	unreviewed	A0A961LM44_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ73_14110	Notoacmeibacter sp	334
A0A961LVV5	unreviewed	A0A961LVV5_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK12_03455	Paracoccaceae bacterium	296
A0A961MB21	unreviewed	A0A961MB21_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDJ98_12220	Paracoccaceae bacterium	297
A0A961MNF5	unreviewed	A0A961MNF5_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDJ81_11180	Paracoccaceae bacterium	318
A0A961NFZ7	unreviewed	A0A961NFZ7_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK27_02015	Leptospiraceae bacterium	225
A0A961NK87	unreviewed	A0A961NK87_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK27_20295	Leptospiraceae bacterium	330
A0A961NLG0	unreviewed	A0A961NLG0_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK34_04850	Leptospiraceae bacterium	234
A0A961NM38	unreviewed	A0A961NM38_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK34_10440	Leptospiraceae bacterium	270
A0A961NRV4	unreviewed	A0A961NRV4_9LEPT	Fatty acid desaturase (EC 1.14.19.-)	KDK35_10990	Leptospiraceae bacterium	354
A0A961P5F6	unreviewed	A0A961P5F6_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK24_03040	Pseudooceanicola sp	291
A0A961PIZ3	unreviewed	A0A961PIZ3_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK53_11095	Maritimibacter sp	313
A0A961PKZ2	unreviewed	A0A961PKZ2_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDJ96_02390	Paracoccaceae bacterium	188
A0A961Q5B3	unreviewed	A0A961Q5B3_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDK89_12995	Alphaproteobacteria bacterium	294
A0A961QB24	unreviewed	A0A961QB24_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ80_07965	Nitratireductor sp	376
A0A961QD88	unreviewed	A0A961QD88_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK12_06785	Paracoccaceae bacterium	293
A0A961QPX6	unreviewed	A0A961QPX6_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDJ82_13980	Paracoccaceae bacterium	104
A0A961QV86	unreviewed	A0A961QV86_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK01_09160	Paracoccaceae bacterium	294
A0A961QWD0	unreviewed	A0A961QWD0_9RHOB	Fatty acid desaturase (EC 1.14.19.-)	KDK01_09950	Paracoccaceae bacterium	300
A0A961R2U3	unreviewed	A0A961R2U3_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ64_01130	Nitratireductor sp	355
A0A961R4L7	unreviewed	A0A961R4L7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ64_01585	Nitratireductor sp	357
A0A961RF41	unreviewed	A0A961RF41_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ69_03700	Nitratireductor sp	285
A0A961RRM7	unreviewed	A0A961RRM7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ66_01405	Nitratireductor sp	199
A0A961RSH2	unreviewed	A0A961RSH2_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ66_03725	Nitratireductor sp	291
A0A961RTI1	unreviewed	A0A961RTI1_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ51_09575 KDJ66_06460	Nitratireductor sp	296
A0A961RTQ1	unreviewed	A0A961RTQ1_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ66_07010	Nitratireductor sp	281
A0A961S473	unreviewed	A0A961S473_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDK75_17125	Alphaproteobacteria bacterium	295
A0A961S597	unreviewed	A0A961S597_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDK75_20330	Alphaproteobacteria bacterium	304
A0A961SGK3	unreviewed	A0A961SGK3_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ63_13130	Nitratireductor sp	216
A0A961SU16	unreviewed	A0A961SU16_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ87_10990	Rhizobiaceae bacterium	333
A0A961SVI4	unreviewed	A0A961SVI4_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ67_01070	Nitratireductor sp	353
A0A961SYQ8	unreviewed	A0A961SYQ8_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ67_09955	Nitratireductor sp	301
A0A961TEH1	unreviewed	A0A961TEH1_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ48_05895	Nitratireductor sp	296
A0A961THL0	unreviewed	A0A961THL0_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ48_14725	Nitratireductor sp	282
A0A961VC12	unreviewed	A0A961VC12_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ77_13285	Rhodobiaceae bacterium	323
A0A961VSV7	unreviewed	A0A961VSV7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDK07_25235	Bauldia sp	362
A0A961VUT2	unreviewed	A0A961VUT2_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ47_02980	Hyphomicrobiaceae bacterium	500
A0A961WNF9	unreviewed	A0A961WNF9_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ74_13190	Notoacmeibacter sp	333
A0A961XC41	unreviewed	A0A961XC41_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ72_13900	Methyloceanibacter sp	316
A0A961XI00	unreviewed	A0A961XI00_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ67_09130	Nitratireductor sp	296
A0A961XJG9	unreviewed	A0A961XJG9_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ67_11580	Nitratireductor sp	276
A0A961XVU7	unreviewed	A0A961XVU7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ90_16150	Nitratireductor sp	305
A0A961Y1Z6	unreviewed	A0A961Y1Z6_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ68_00340	Rhodobiaceae bacterium	315
A0A961YG31	unreviewed	A0A961YG31_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ17_11645	Hyphomicrobiaceae bacterium	455
A0A961YJZ7	unreviewed	A0A961YJZ7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ77_02490	Rhodobiaceae bacterium	308
A0A961Z9S7	unreviewed	A0A961Z9S7_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ18_07310	Hyphomicrobiaceae bacterium	472
A0A961ZI24	unreviewed	A0A961ZI24_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ37_06570	Hyphomicrobiaceae bacterium	479
A0A962A3Z6	unreviewed	A0A962A3Z6_9PROT	Acyl-ACP desaturase (EC 1.14.19.2)	KDJ42_07565	Alphaproteobacteria bacterium	283
A0A962APE5	unreviewed	A0A962APE5_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ25_14040	Rhodoblastus sp	326
A0A962B825	unreviewed	A0A962B825_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ14_11115	Xanthomonadales bacterium	405
A0A962B8T0	unreviewed	A0A962B8T0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ14_10415	Xanthomonadales bacterium	423
A0A962BA90	unreviewed	A0A962BA90_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ14_14585	Xanthomonadales bacterium	357
A0A962BAR8	unreviewed	A0A962BAR8_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ14_15835	Xanthomonadales bacterium	316
A0A962BMD0	unreviewed	A0A962BMD0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI75_12415	Xanthomonadales bacterium	401
A0A962CBY8	unreviewed	A0A962CBY8_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI80_09110	Xanthomonadales bacterium	398
A0A962CNM3	unreviewed	A0A962CNM3_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDJ32_06025	Alphaproteobacteria bacterium	115
A0A962CP13	unreviewed	A0A962CP13_9PROT	Fatty acid desaturase (EC 1.14.19.-)	KDJ32_06020	Alphaproteobacteria bacterium	178
A0A962CU06	unreviewed	A0A962CU06_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI92_03325	Xanthomonadales bacterium	401
A0A962DQ42	unreviewed	A0A962DQ42_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI66_01415	Xanthomonadales bacterium	408
A0A962DXH6	unreviewed	A0A962DXH6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI66_19585	Xanthomonadales bacterium	399
A0A962DY54	unreviewed	A0A962DY54_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI66_23050	Xanthomonadales bacterium	168
A0A962ED27	unreviewed	A0A962ED27_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI60_12805	Xanthomonadales bacterium	65
A0A962EEX6	unreviewed	A0A962EEX6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI60_18575	Xanthomonadales bacterium	139
A0A962F9U3	unreviewed	A0A962F9U3_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ44_14620	Rhodoblastus sp	328
A0A962FHZ1	unreviewed	A0A962FHZ1_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ30_07245	Rhodoblastus sp	305
A0A962FKS5	unreviewed	A0A962FKS5_9HYPH	Fatty acid desaturase (EC 1.14.19.-)	KDJ41_03580	Hyphomicrobiaceae bacterium	334
A0A962G2A9	unreviewed	A0A962G2A9_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI78_11505	Xanthomonadales bacterium	401
A0A962G955	unreviewed	A0A962G955_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI80_06850	Xanthomonadales bacterium	321
A0A962HJ63	unreviewed	A0A962HJ63_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI44_01740	Thiothrix sp	310
A0A962HPM2	unreviewed	A0A962HPM2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI44_17340	Thiothrix sp	386
A0A962IGG6	unreviewed	A0A962IGG6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI15_09655	Thiothrix sp	308
A0A962IGN8	unreviewed	A0A962IGN8_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI15_11440	Thiothrix sp	386
A0A962J018	unreviewed	A0A962J018_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI25_04265	Pseudomonadales bacterium	382
A0A962JJ74	unreviewed	A0A962JJ74_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI39_16450	Pseudomonadales bacterium	232
A0A962JKP4	unreviewed	A0A962JKP4_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI39_16700	Pseudomonadales bacterium	329
A0A962JSQ7	unreviewed	A0A962JSQ7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI28_00860	Pseudomonadales bacterium	382
A0A962JU37	unreviewed	A0A962JU37_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI20_15210	Pseudomonadales bacterium	398
A0A962K9R2	unreviewed	A0A962K9R2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI29_14535	Pseudomonadales bacterium	381
A0A962KYC0	unreviewed	A0A962KYC0_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI31_15195	Pseudomonadales bacterium	299
A0A962KYP9	unreviewed	A0A962KYP9_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI31_06355	Pseudomonadales bacterium	347
A0A962LFY7	unreviewed	A0A962LFY7_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI34_16555	Halioglobus sp	392
A0A962LQ01	unreviewed	A0A962LQ01_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI14_16380	Halioglobus sp	392
A0A962LZ04	unreviewed	A0A962LZ04_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI10_11025	Halioglobus sp	392
A0A962N6A8	unreviewed	A0A962N6A8_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI48_14195	Xanthomonadales bacterium	400
A0A962NB67	unreviewed	A0A962NB67_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI51_20540	Xanthomonadales bacterium	219
A0A962NIQ5	unreviewed	A0A962NIQ5_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI37_15850	Xanthomonadales bacterium	467
A0A962NVD4	unreviewed	A0A962NVD4_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI39_05400	Pseudomonadales bacterium	304
A0A962NY77	unreviewed	A0A962NY77_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI39_20370	Pseudomonadales bacterium	76
A0A962NZ74	unreviewed	A0A962NZ74_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI39_16585	Pseudomonadales bacterium	396
A0A962PWT2	unreviewed	A0A962PWT2_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI34_16885	Halioglobus sp	277
A0A962Q578	unreviewed	A0A962Q578_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI17_17570	Halioglobus sp	393
A0A962QE49	unreviewed	A0A962QE49_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDK05_12470	Candidatus Competibacteraceae bacterium	394
A0A962QKL5	unreviewed	A0A962QKL5_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDJ39_02600	Gammaproteobacteria bacterium	393
A0A962R0E6	unreviewed	A0A962R0E6_9GAMM	Fatty acid desaturase (EC 1.14.19.-)	KDI21_18635	Halieaceae bacterium	393
