Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
O94142	reviewed	Ent-kaurene oxidase	5127	Gibberella fujikuroi	525	PF00067	91..514
P00176	reviewed	Cytochrome P450 2B1	10116	Rattus norvegicus	491	PF00067	31..488
P00178	reviewed	Cytochrome P450 2B4	9986	Oryctolagus cuniculus	491	PF00067	31..487
P00179	reviewed	Cytochrome P450 2C5	9986	Oryctolagus cuniculus	487	PF00067	30..484
P00180	reviewed	Cytochrome P450 2C1	9986	Oryctolagus cuniculus	490	PF00067	30..487
P00181	reviewed	Cytochrome P450 2C2	9986	Oryctolagus cuniculus	490	PF00067	30..487
P00182	reviewed	Cytochrome P450 2C3	9986	Oryctolagus cuniculus	489	PF00067	30..486
P00183	reviewed	Camphor 5-monooxygenase	303	Pseudomonas putida	415	PF00067	284..377
P00184	reviewed	Cytochrome P450 1A1	10090	Mus musculus	524	PF00067	44..497
P00185	reviewed	Cytochrome P450 1A1	10116	Rattus norvegicus	524	PF00067	44..497
P00186	reviewed	Cytochrome P450 1A2	10090	Mus musculus	513	PF00067	41..500
P00187	reviewed	Cytochrome P450 1A2	9986	Oryctolagus cuniculus	516	PF00067	43..494
P00189	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9913	Bos taurus	520	PF00067	52..509
P00191	reviewed	Steroid 21-hydroxylase	9913	Bos taurus	496	PF00067	31..478
P03940	reviewed	Steroid 21-hydroxylase	10090	Mus musculus	487	PF00067	49..471
P04167	reviewed	Cytochrome P450 2B2	10116	Rattus norvegicus	491	PF00067	31..488
P04798	reviewed	Cytochrome P450 1A1	9606	Homo sapiens	512	PF00067	40..491
P04799	reviewed	Cytochrome P450 1A2	10116	Rattus norvegicus	513	PF00067	41..500
P04800	reviewed	Cytochrome P450 3A1	10116	Rattus norvegicus	504	PF00067	39..494
P05093	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9606	Homo sapiens	508	PF00067	28..492
P05108	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9606	Homo sapiens	521	PF00067	52..511
P05176	reviewed	Cytochrome P450 1A1	9986	Oryctolagus cuniculus	518	PF00067	45..497
P05177	reviewed	Cytochrome P450 1A2	9606	Homo sapiens	516	PF00067	42..493
P05178	reviewed	Cytochrome P450 2C6	10116	Rattus norvegicus	490	PF00067	30..487
P05179	reviewed	Cytochrome P450 2C7	10116	Rattus norvegicus	490	PF00067	30..487
P05180	reviewed	Cytochrome P450 2H1	9031	Gallus gallus	491	PF00067	33..488
P05181	reviewed	Cytochrome P450 2E1	9606	Homo sapiens	493	PF00067	33..489
P05182	reviewed	Cytochrome P450 2E1	10116	Rattus norvegicus	493	PF00067	33..489
P05183	reviewed	Cytochrome P450 3A2	10116	Rattus norvegicus	504	PF00067	39..494
P05185	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9913	Bos taurus	509	PF00067	28..492
P08516	reviewed	Cytochrome P450 4A10	10116	Rattus norvegicus	509	PF00067	52..501
P08682	reviewed	Cytochrome P450 2E1	9986	Oryctolagus cuniculus	493	PF00067	33..489
P08683	reviewed	Cytochrome P450 2C11	10116	Rattus norvegicus	500	PF00067	30..486
P08684	reviewed	Cytochrome P450 3A4	9606	Homo sapiens	503	PF00067	39..493
P08686	reviewed	Steroid 21-hydroxylase	9606	Homo sapiens	494	PF00067	48..478
P0A513	reviewed	Sterol 14alpha-demethylase	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	451	PF00067	17..440
P0A515	reviewed	Cytochrome P450 121	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	396	PF00067	216..364
P0A517	reviewed	Methyl-branched lipid omega-hydroxylase	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	428	PF00067	73..291,303..393
P0CT93	reviewed	O-methylsterigmatocystin oxidoreductase	5059	Aspergillus flavus	528	PF00067	32..485
P0CU31	reviewed	Cytochrome P450 monooxygenase cheE	306901	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	512	PF00067	116..489
P0CU70	reviewed	Cytochrome P450 monooxygenase claM	5499	Passalora fulva	538	PF00067	71..506
P0DKI2	reviewed	Inactive cytochrome P450 76AD1	161934	Beta vulgaris	417	PF00067	33..395
P0DKI7	reviewed	Bifunctional protein STORR	3469	Papaver somniferum	901	PF00067	65..546
P0DO13	reviewed	Sarpagan bridge enzyme	4060	Rauvolfia serpentina	503	PF00067	35..478
P0DO14	reviewed	Sarpagan bridge enzyme	28542	Gelsemium sempervirens	501	PF00067	34..484
P0DO22	reviewed	(+)-vincadifformine 19-hydroxylase	4058	Catharanthus roseus	506	PF00067	37..489
P0DO32	reviewed	Cytochrome P450 monooxygenase iliC	1735992	Neonectria sp. (strain DH2)	505	PF00067	77..473
P0DO35	reviewed	Cytochrome P450 71D178	39352	Origanum vulgare	496	PF00067	34..483
P0DO36	reviewed	Cytochrome P450 71D179	49992	Thymus vulgaris	496	PF00067	34..483
P0DO37	reviewed	Cytochrome P450 71D179	39352	Origanum vulgare	496	PF00067	34..483
P0DO38	reviewed	Cytochrome P450 71D180	49992	Thymus vulgaris	496	PF00067	34..477
P0DO39	reviewed	Cytochrome P450 71D180	39352	Origanum vulgare	496	PF00067	34..477
P0DO40	reviewed	Cytochrome P450 71D180	268884	Origanum majorana	496	PF00067	34..477
P0DO41	reviewed	Cytochrome P450 71D181	39352	Origanum vulgare	496	PF00067	34..482
P0DO42	reviewed	Cytochrome P450 71D181	49992	Thymus vulgaris	496	PF00067	34..482
P0DOX0	reviewed	Cytochrome P450 27C1	8400	Lithobates catesbeianus	537	PF00067	70..527
P0DPA4	reviewed	Cytochrome P450 monooxygenase FCK2	1028729	Fusarium pseudograminearum (strain CS3096)	551	PF00067	120..530
P0DPA7	reviewed	Tryptamine 4-monooxygenase	181762	Psilocybe cubensis	508	PF00067	29..492
P0DPQ7	reviewed	Aromatic O-demethylase, cytochrome P450 subunit	385957	Amycolatopsis sp. (strain ATCC 39116 / 75iv2)	407	PF00067	277..374
P0DUK3	reviewed	Cytochrome P450 monooxygenase pspC	69789	Penicillium soppii	504	PF00067	65..478
P0DUL3	reviewed	Cytochrome P450 monooxygenase hkm5	1873369	Aspergillus hancockii	512	PF00067	72..500
P10610	reviewed	Cytochrome P450 2G1	10116	Rattus norvegicus	494	PF00067	34..491
P10611	reviewed	Cytochrome P450 4A4	9986	Oryctolagus cuniculus	510	PF00067	52..502
P10612	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9823	Sus scrofa	520	PF00067	52..509
P10613	reviewed	Lanosterol 14-alpha demethylase	237561	Candida albicans (strain SC5314 / ATCC MYA-2876)	528	PF00067	51..519
P10614	reviewed	Lanosterol 14-alpha demethylase CYP51	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	530	PF00067	59..520
P10615	reviewed	Cytochrome P450 52A1	5482	Candida tropicalis	543	PF00067	109..526
P10632	reviewed	Cytochrome P450 2C8	9606	Homo sapiens	490	PF00067	30..487
P10633	reviewed	Cytochrome P450 2D1	10116	Rattus norvegicus	504	PF00067	37..496
P10634	reviewed	Cytochrome P450 2D26	10116	Rattus norvegicus	500	PF00067	37..496
P10635	reviewed	Cytochrome P450 2D6	9606	Homo sapiens	497	PF00067	34..493
P11371	reviewed	Cytochrome P450 2C4	9986	Oryctolagus cuniculus	487	PF00067	30..484
P11372	reviewed	Cytochrome P450 2C15	9986	Oryctolagus cuniculus	378	PF00067	2..375
P11509	reviewed	Cytochrome P450 2A6	9606	Homo sapiens	494	PF00067	34..490
P11510	reviewed	Cytochrome P450 2C12, female-specific	10116	Rattus norvegicus	490	PF00067	30..487
P11511	reviewed	Aromatase	9606	Homo sapiens	503	PF00067	49..484
P11707	reviewed	Cytochrome P450 3A6	9986	Oryctolagus cuniculus	501	PF00067	37..491
P11711	reviewed	Cytochrome P450 2A1	10116	Rattus norvegicus	492	PF00067	33..488
P11712	reviewed	Cytochrome P450 2C9	9606	Homo sapiens	490	PF00067	30..487
P11714	reviewed	Cytochrome P450 2D9	10090	Mus musculus	504	PF00067	37..496
P11715	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	10116	Rattus norvegicus	507	PF00067	28..491
P12394	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9031	Gallus gallus	508	PF00067	33..495
P12789	reviewed	Cytochrome P450 2B5	9986	Oryctolagus cuniculus	491	PF00067	31..487
P12790	reviewed	Cytochrome P450 2B9	10090	Mus musculus	491	PF00067	31..486
P12791	reviewed	Cytochrome P450 2B10	10090	Mus musculus	500	PF00067	31..497
P12938	reviewed	Cytochrome P450 2D3	10116	Rattus norvegicus	500	PF00067	37..496
P12939	reviewed	Cytochrome P450 2D10	10116	Rattus norvegicus	504	PF00067	37..496
P13107	reviewed	Cytochrome P450 2B3	10116	Rattus norvegicus	491	PF00067	31..488
P13527	reviewed	Cytochrome P450 6A1	7370	Musca domestica	509	PF00067	36..498
P13584	reviewed	Cytochrome P450 4B1	9606	Homo sapiens	511	PF00067	47..497
P14137	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	10116	Rattus norvegicus	526	PF00067	50..508
P14263	reviewed	Lanosterol 14-alpha demethylase	5482	Candida tropicalis	528	PF00067	51..518
P14579	reviewed	Cytochrome P450 4A5	9986	Oryctolagus cuniculus	511	PF00067	52..501
P14580	reviewed	Cytochrome P450 4A6	9986	Oryctolagus cuniculus	510	PF00067	52..501
P14581	reviewed	Cytochrome P450 4A7	9986	Oryctolagus cuniculus	511	PF00067	52..503
P14762	reviewed	Cytochrome P450(BM-1)	1348623	Priestia megaterium (strain ATCC 14581 / DSM 32 / CCUG 1817 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512 / Ford 19)	410	PF00067	12..393
P14779	reviewed	Bifunctional cytochrome P450/NADPH--P450 reductase	1348623	Priestia megaterium (strain ATCC 14581 / DSM 32 / CCUG 1817 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / NRRL B-14308 / VKM B-512 / Ford 19)	1049	PF00067	11..448
P15123	reviewed	Cytochrome P450 2C16	9986	Oryctolagus cuniculus	487	PF00067	30..484
P15128	reviewed	Cytochrome P450 4B1	9986	Oryctolagus cuniculus	506	PF00067	42..492
P15129	reviewed	Cytochrome P450 4B1	10116	Rattus norvegicus	511	PF00067	47..496
P15149	reviewed	Cytochrome P450 2A2	10116	Rattus norvegicus	492	PF00067	33..488
P15150	reviewed	Cytochrome P450 11B1, mitochondrial	9913	Bos taurus	503	PF00067	42..494
P15392	reviewed	Cytochrome P450 2A4	10090	Mus musculus	494	PF00067	34..490
P15393	reviewed	Cytochrome P450 11B1, mitochondrial	10116	Rattus norvegicus	499	PF00067	42..494
P15538	reviewed	Cytochrome P450 11B1, mitochondrial	9606	Homo sapiens	503	PF00067	42..489
P15539	reviewed	Cytochrome P450 11B2, mitochondrial	10090	Mus musculus	500	PF00067	42..494
P15540	reviewed	Steroid 21-hydroxylase	9823	Sus scrofa	492	PF00067	32..477
P16141	reviewed	Cytochrome P450 52A4	5479	Candida maltosa	538	PF00067	106..517
P16496	reviewed	Cytochrome P450 52A3-A	5479	Candida maltosa	523	PF00067	58..506
P17177	reviewed	Sterol 26-hydroxylase, mitochondrial	9986	Oryctolagus cuniculus	535	PF00067	81..525
P17178	reviewed	Sterol 26-hydroxylase, mitochondrial	10116	Rattus norvegicus	533	PF00067	63..527
P17549	reviewed	Benzoate 4-monooxygenase bphA	5061	Aspergillus niger	517	PF00067	39..507
P17666	reviewed	Cytochrome P450 2C14	9986	Oryctolagus cuniculus	490	PF00067	30..471
P18125	reviewed	Cytochrome P450 7A1	10116	Rattus norvegicus	503	PF00067	32..495
P18326	reviewed	Vitamin D3 dihydroxylase	1909	Streptomyces griseolus	406	PF00067	219..374
P18327	reviewed	Cytochrome P450-SU2	1909	Streptomyces griseolus	403	PF00067	53..372
P19098	reviewed	Aromatase	9031	Gallus gallus	507	PF00067	48..483
P19099	reviewed	Cytochrome P450 11B2, mitochondrial	9606	Homo sapiens	503	PF00067	42..491
P19100	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	9823	Sus scrofa	509	PF00067	28..492
P19225	reviewed	Cytochrome P450 2C70	10116	Rattus norvegicus	489	PF00067	30..486
P20678	reviewed	Cytochrome P450 2H2	9031	Gallus gallus	491	PF00067	33..487
P20812	reviewed	Cytochrome P450 2A3	10116	Rattus norvegicus	494	PF00067	34..490
P20813	reviewed	Cytochrome P450 2B6	9606	Homo sapiens	491	PF00067	31..487
P20814	reviewed	Cytochrome P450 2C13, male-specific	10116	Rattus norvegicus	490	PF00067	30..485
P20815	reviewed	Cytochrome P450 3A5	9606	Homo sapiens	502	PF00067	39..492
P20816	reviewed	Cytochrome P450 4A2	10116	Rattus norvegicus	504	PF00067	53..496
P20817	reviewed	Cytochrome P450 4A14	10116	Rattus norvegicus	507	PF00067	54..499
P20852	reviewed	Cytochrome P450 2A5	10090	Mus musculus	494	PF00067	34..490
P20853	reviewed	Cytochrome P450 2A7	9606	Homo sapiens	494	PF00067	34..489
P21595	reviewed	Cytochrome P450-DIT2	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	489	PF00067	48..472
P22443	reviewed	Aromatase	10116	Rattus norvegicus	508	PF00067	50..480
P22680	reviewed	Cytochrome P450 7A1	9606	Homo sapiens	504	PF00067	32..495
P23295	reviewed	NADP nitrous oxide-forming nitric oxide reductase	5507	Fusarium oxysporum	403	PF00067	45..167,175..373
P23296	reviewed	Cytochrome P450 105C1	1931	Streptomyces sp.	381	PF00067	192..352
P24453	reviewed	Cytochrome P450 1A2	10036	Mesocricetus auratus	513	PF00067	41..503
P24454	reviewed	Cytochrome P450 2A8	10036	Mesocricetus auratus	494	PF00067	34..489
P24455	reviewed	Cytochrome P450 2A9	10036	Mesocricetus auratus	493	PF00067	33..489
P24456	reviewed	Cytochrome P450 2D10	10090	Mus musculus	504	PF00067	37..496
P24457	reviewed	Cytochrome P450 2D11	10090	Mus musculus	504	PF00067	37..496
P24458	reviewed	Cytochrome P450 52A3-B	5479	Candida maltosa	523	PF00067	65..506
P24460	reviewed	Cytochrome P450 2B11	9615	Canis lupus familiaris	494	PF00067	31..487
P24461	reviewed	Cytochrome P450 2G1	9986	Oryctolagus cuniculus	494	PF00067	34..491
P24462	reviewed	Cytochrome P450 3A7	9606	Homo sapiens	503	PF00067	39..492
P24463	reviewed	Cytochrome P450 3A12	9615	Canis lupus familiaris	503	PF00067	39..493
P24464	reviewed	Cytochrome P450 4A12	10116	Rattus norvegicus	508	PF00067	52..500
P24465	reviewed	Cytochrome P450 71A1	3435	Persea americana	502	PF00067	32..481
P24466	reviewed	Cytochrome P450-pinF1, plant-inducible	358	Rhizobium radiobacter	422	PF00067	223..389
P24467	reviewed	Cytochrome P450-pinF2, plant-inducible	358	Rhizobium radiobacter	407	PF00067	282..374
P24470	reviewed	Cytochrome P450 2C23	10116	Rattus norvegicus	494	PF00067	34..491
P24557	reviewed	Thromboxane-A synthase	9606	Homo sapiens	533	PF00067	46..297,325..525
P24903	reviewed	Cytochrome P450 2F1	9606	Homo sapiens	491	PF00067	31..488
P26911	reviewed	Cytochrome P450-SOY	1911	Streptomyces griseus	412	PF00067	188..278,286..381
P27632	reviewed	Cytochrome P450 109	655816	Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23)	405	PF00067	62..370
P27786	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	10090	Mus musculus	507	PF00067	28..491
P28649	reviewed	Aromatase	10090	Mus musculus	503	PF00067	50..486
P29980	reviewed	Probable cytochrome P450 110	103690	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	459	PF00067	14..435
P29981	reviewed	Cytochrome P450 4C1	6981	Blaberus discoidalis	511	PF00067	38..501
P30099	reviewed	Cytochrome P450 11B2, mitochondrial	10116	Rattus norvegicus	510	PF00067	52..504
P30100	reviewed	Cytochrome P450 11B3, mitochondrial	10116	Rattus norvegicus	500	PF00067	42..494
P30437	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	8022	Oncorhynchus mykiss	514	PF00067	34..499
P30607	reviewed	Cytochrome P450 52A2	5482	Candida tropicalis	522	PF00067	95..498
P30608	reviewed	Cytochrome P450 52A6	5482	Candida tropicalis	524	PF00067	92..499
P30609	reviewed	Cytochrome P450 52A7	5482	Candida tropicalis	507	PF00067	80..485
P30610	reviewed	Cytochrome P450 52A8	5482	Candida tropicalis	517	PF00067	104..488
P30611	reviewed	Cytochrome P450 52B1	5482	Candida tropicalis	506	PF00067	91..484
P30612	reviewed	Cytochrome P450 52C1	5482	Candida tropicalis	505	PF00067	84..477
P33006	reviewed	Cytochrome P450-terp	306	Pseudomonas sp.	428	PF00067	302..399
P33260	reviewed	Cytochrome P450 2C18	9606	Homo sapiens	490	PF00067	30..487
P33261	reviewed	Cytochrome P450 2C19	9606	Homo sapiens	490	PF00067	30..487
P33262	reviewed	Cytochrome P450 2C20	9541	Macaca fascicularis	490	PF00067	30..487
P33263	reviewed	Cytochrome P450 2C26	10036	Mesocricetus auratus	490	PF00067	30..487
P33264	reviewed	Cytochrome P450 2C27	10036	Mesocricetus auratus	490	PF00067	30..487
P33265	reviewed	Cytochrome P450 2C28	10036	Mesocricetus auratus	490	PF00067	30..485
P33266	reviewed	Cytochrome P450 2E1	9541	Macaca fascicularis	449	PF00067	1..445
P33267	reviewed	Cytochrome P450 2F2	10090	Mus musculus	491	PF00067	31..488
P33268	reviewed	Cytochrome P450 3A8	9541	Macaca fascicularis	503	PF00067	39..492
P33269	reviewed	Cytochrome P450 4d1	7227	Drosophila melanogaster	512	PF00067	35..506
P33270	reviewed	Cytochrome P450 6a2	7227	Drosophila melanogaster	506	PF00067	35..497
P33271	reviewed	Cytochrome P450 107B1	405948	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	405	PF00067	193..373
P33272	reviewed	Cytochrome P450 2B12	10116	Rattus norvegicus	492	PF00067	32..489
P33273	reviewed	Cytochrome P450 2C55	10116	Rattus norvegicus	490	PF00067	30..487
P33274	reviewed	Cytochrome P450 4F1	10116	Rattus norvegicus	524	PF00067	52..503
P33616	reviewed	Cytochrome P450 1A1	9541	Macaca fascicularis	512	PF00067	40..492
P36423	reviewed	Thromboxane-A synthase	10090	Mus musculus	533	PF00067	46..290,324..525
P37114	reviewed	Trans-cinnamate 4-monooxygenase	3879	Medicago sativa	506	PF00067	34..497
P37115	reviewed	Trans-cinnamate 4-monooxygenase	3916	Vigna radiata var. radiata	505	PF00067	34..495
P37117	reviewed	Cytochrome P450 71A4	4111	Solanum melongena	507	PF00067	37..495
P37118	reviewed	Cytochrome P450 71A2	4111	Solanum melongena	505	PF00067	39..494
P37119	reviewed	Cytochrome P450 71A3	4111	Solanum melongena	365	PF00067	26..365
P37120	reviewed	Flavonoid 3',5'-hydroxylase	4111	Solanum melongena	513	PF00067	37..489
P37121	reviewed	Cytochrome P450 76A1	4111	Solanum melongena	467	PF00067	1..453
P37122	reviewed	Cytochrome P450 76A2	4111	Solanum melongena	505	PF00067	36..499
P37123	reviewed	Cytochrome P450 77A1	4111	Solanum melongena	499	PF00067	28..496
P37124	reviewed	Cytochrome P450 77A2	4111	Solanum melongena	511	PF00067	43..502
P38364	reviewed	Pisatin demethylase	2747968	Fusarium vanettenii	506	PF00067	57..502
P43083	reviewed	Cytochrome P450 52E1	29830	Candida apicola	519	PF00067	91..483
P43492	reviewed	Cytochrome P450 116	1833	Rhodococcus erythropolis	437	PF00067	296..392
P46194	reviewed	Aromatase	9913	Bos taurus	503	PF00067	50..483
P46373	reviewed	Cytochrome P450 FAS1	1828	Rhodococcus fascians	399	PF00067	272..370
P46634	reviewed	Cholesterol 7-alpha-monooxygenase	10029	Cricetulus griseus	504	PF00067	32..495
P47195	reviewed	Berbamunine synthase	33814	Berberis stolonifera	487	PF00067	29..467
P47787	reviewed	Thromboxane-A synthase	9823	Sus scrofa	534	PF00067	46..286,326..527
P48416	reviewed	Cytochrome P450 10	6523	Lymnaea stagnalis	545	PF00067	81..540
P48417	reviewed	Allene oxide synthase, chloroplastic	4006	Linum usitatissimum	536	PF00067	361..511
P48418	reviewed	Flavonoid 3',5'-hydroxylase 1	4102	Petunia hybrida	506	PF00067	34..486
P48419	reviewed	Flavonoid 3',5'-hydroxylase 2	4102	Petunia hybrida	508	PF00067	34..486
P48420	reviewed	Cytochrome P450 78A1	4577	Zea mays	547	PF00067	109..518
P48421	reviewed	Cytochrome P450 83A1	3702	Arabidopsis thaliana	502	PF00067	31..489
P48422	reviewed	Cytochrome P450 86A1	3702	Arabidopsis thaliana	513	PF00067	33..498
P48522	reviewed	Trans-cinnamate 4-monooxygenase	4058	Catharanthus roseus	505	PF00067	34..496
P48635	reviewed	Erythromycin C-12 hydroxylase	405948	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	397	PF00067	262..380
P49264	reviewed	Cytochrome P450 71B1	13288	Thlaspi arvense	496	PF00067	30..469
P49430	reviewed	Thromboxane-A synthase	10116	Rattus norvegicus	533	PF00067	46..290,325..529
P49602	reviewed	Lanosterol 14-alpha demethylase	237631	Ustilago maydis (strain 521 / FGSC 9021)	561	PF00067	65..546
P50859	reviewed	Lanosterol 14-alpha demethylase	284593	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	533	PF00067	60..522
P51538	reviewed	Cytochrome P450 3A9	10116	Rattus norvegicus	503	PF00067	39..493
P51542	reviewed	Cytochrome P450 7A1	9986	Oryctolagus cuniculus	501	PF00067	32..492
P51581	reviewed	Cytochrome P450 2E1	10036	Mesocricetus auratus	493	PF00067	33..489
P51589	reviewed	Cytochrome P450 2J2	9606	Homo sapiens	502	PF00067	44..497
P51590	reviewed	Cytochrome P450 2J3	10116	Rattus norvegicus	502	PF00067	44..497
P51663	reviewed	Cytochrome P450 11B1, mitochondrial	9940	Ovis aries	503	PF00067	42..494
P51869	reviewed	Cytochrome P450 4F4	10116	Rattus norvegicus	522	PF00067	52..503
P51870	reviewed	Cytochrome P450 4F5	10116	Rattus norvegicus	526	PF00067	52..504
P51871	reviewed	Cytochrome P450 4F6	10116	Rattus norvegicus	537	PF00067	52..503
P52786	reviewed	Cytochrome P450 2J1	9986	Oryctolagus cuniculus	501	PF00067	44..496
P53554	reviewed	Biotin biosynthesis cytochrome P450	224308	Bacillus subtilis (strain 168)	395	PF00067	14..365
P54781	reviewed	C-22 sterol desaturase ERG5	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	538	PF00067	77..481
P55540	reviewed	Cytochrome P450 BJ-4 homolog	394	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	447	PF00067	21..403
P55543	reviewed	Cytochrome P450 BJ-3 homolog	394	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	467	PF00067	287..401
P55544	reviewed	Cytochrome P450 BJ-1 homolog	394	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	400	PF00067	41..370
P56590	reviewed	Cytochrome P450 1A1	9615	Canis lupus familiaris	524	PF00067	44..497
P56591	reviewed	Cytochrome P450 1A1	9940	Ovis aries	519	PF00067	47..499
P56592	reviewed	Cytochrome P450 1A2	9615	Canis lupus familiaris	512	PF00067	38..488
P56593	reviewed	Cytochrome P450 2A12	10090	Mus musculus	492	PF00067	33..488
P56594	reviewed	Cytochrome P450 2C21	9615	Canis lupus familiaris	487	PF00067	27..484
P56654	reviewed	Cytochrome P450 2C37	10090	Mus musculus	490	PF00067	30..487
P56655	reviewed	Cytochrome P450 2C38	10090	Mus musculus	490	PF00067	30..487
P56656	reviewed	Cytochrome P450 2C39	10090	Mus musculus	490	PF00067	30..486
P56657	reviewed	Cytochrome P450 2C40	10090	Mus musculus	491	PF00067	30..487
P58045	reviewed	Cytochrome P450 71A14	3702	Arabidopsis thaliana	497	PF00067	34..466
P58046	reviewed	Cytochrome P450 71A15	3702	Arabidopsis thaliana	496	PF00067	33..465
P58047	reviewed	Putative cytochrome P450 71A28	3702	Arabidopsis thaliana	503	PF00067	32..469
P58048	reviewed	Cytochrome P450 71B8	3702	Arabidopsis thaliana	506	PF00067	31..490
P58049	reviewed	Cytochrome P450 71B11	3702	Arabidopsis thaliana	496	PF00067	30..483
P58050	reviewed	Cytochrome P450 71B13	3702	Arabidopsis thaliana	496	PF00067	30..483
P58051	reviewed	Cytochrome P450 71B14	3702	Arabidopsis thaliana	496	PF00067	30..483
P59954	reviewed	Putative cytochrome P450 132	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	461	PF00067	45..443
P63708	reviewed	Putative cytochrome P450 123	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	402	PF00067	205..372
P63710	reviewed	Steroid C26-monooxygenase	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	433	PF00067	304..393
P63712	reviewed	Putative cytochrome P450 126	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	414	PF00067	220..384
P63714	reviewed	Beta-dihydromenaquinone-9 omega-hydroxylase	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	489	PF00067	304..455
P63716	reviewed	Putative cytochrome P450 135B1	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	472	PF00067	10..432
P63718	reviewed	Putative cytochrome P450 138	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	441	PF00067	41..416
P63720	reviewed	Putative cytochrome P450 139	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	430	PF00067	16..405
P63722	reviewed	Putative cytochrome P450 140	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	438	PF00067	224..402
P63724	reviewed	Putative cytochrome P450 143	233413	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	393	PF00067	206..313,328..390
P70085	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	8090	Oryzias latipes	517	PF00067	35..501
P70091	reviewed	Aromatase	8128	Oreochromis niloticus	522	PF00067	63..493
P70687	reviewed	Steroid 17-alpha-hydroxylase/17,20 lyase	10036	Mesocricetus auratus	511	PF00067	28..492
P78329	reviewed	Cytochrome P450 4F2	9606	Homo sapiens	520	PF00067	52..504
P79102	reviewed	Cytochrome P450 3A28	9913	Bos taurus	507	PF00067	39..493
P79152	reviewed	Cytochrome P450 3A19	9923	Capra hircus aegagrus	218	PF00067	5..204
P79153	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9925	Capra hircus	520	PF00067	52..509
P79202	reviewed	Cholesterol side-chain cleavage enzyme, mitochondrial	9940	Ovis aries	520	PF00067	52..509
P79304	reviewed	Aromatase 3	9823	Sus scrofa	501	PF00067	47..481
P79383	reviewed	Cytochrome P450 2E1	9823	Sus scrofa	495	PF00067	33..489
P79401	reviewed	Cytochrome P450 3A29	9823	Sus scrofa	503	PF00067	39..492
P79402	reviewed	Cytochrome P450 2C42	9823	Sus scrofa	327	PF00067	1..324
P79430	reviewed	Aromatase 2	9823	Sus scrofa	503	PF00067	48..483
P79690	reviewed	Brain aromatase	7957	Carassius auratus	510	PF00067	47..480
P79699	reviewed	Aromatase	93934	Coturnix japonica	327	PF00067	100..326
P79716	reviewed	Cytochrome P450 1A1	13489	Dicentrarchus labrax	520	PF00067	46..509
P79739	reviewed	Cytochrome P450 26A1	7955	Danio rerio	492	PF00067	45..468
